event_id,event_type,event_timestamp,anonymous_user_id,known_user_id,device_id,cookie_id,session_id,ip_id,browser_fingerprint_id,email_hash,phone_hash,payment_instrument_id,campaign_id,product_id,geo_region,channel,user_agent_family,event_source,payload
evt_000001851,device_change,2025-04-30 13:55:00,au_001927,,dev_011840,ck_026817,sess_0031587,ip_025509,bf_012940,,,,,,NA,social,edge,web,"{""synthetic"": true, ""amount"": 37.98}"
evt_000001858,device_change,2025-04-26 01:50:00,au_003635,,dev_001522,ck_003606,sess_0041961,ip_016856,bf_027860,,,,,,NA,affiliate,safari,web,"{""synthetic"": true, ""amount"": 18.13}"
evt_000001988,device_change,2025-03-05 08:09:00,au_009288,,dev_010761,ck_000494,sess_0090001,ip_013235,bf_022083,,,,,,APAC,social,edge,web,"{""synthetic"": true, ""amount"": 21.56}"
evt_000002023,device_change,2025-04-23 06:23:00,au_015389,,dev_015550,ck_032953,sess_0044011,ip_001727,bf_006646,,,,,,NA,social,firefox,web,"{""synthetic"": true, ""amount"": 26.1}"
evt_000002122,device_change,2025-04-05 21:50:00,,,dev_001402,,sess_0096843,ip_007360,bf_012898,,,,,,EU,organic,safari,web,"{""synthetic"": true, ""amount"": 24.33}"
evt_000002247,device_change,2025-02-09 04:24:00,,,dev_005983,,sess_0059840,ip_007437,bf_007428,,,,,,EU,paid_search,safari,web,"{""synthetic"": true, ""amount"": 20.26}"
evt_000002260,device_change,2025-03-16 07:40:00,,,dev_001104,ck_032448,sess_0039344,ip_022044,bf_014769,,,,,,NA,organic,edge,web,"{""synthetic"": true, ""amount"": 37.84}"
evt_000002286,device_change,2025-04-20 06:37:00,au_003280,,dev_015424,ck_008928,sess_0034152,ip_015269,bf_012759,,,,,,EU,paid_search,firefox,web,"{""synthetic"": true, ""amount"": 63.3}"
evt_000002310,device_change,2025-02-22 10:06:00,au_023998,,dev_001408,,sess_0033581,ip_007954,bf_001565,,,,,,LATAM,paid_search,firefox,web,"{""synthetic"": true, ""amount"": 25.91}"
evt_000002332,device_change,2025-04-22 10:55:00,au_010319,,dev_001601,ck_008465,sess_0097708,ip_017792,bf_011819,,,,,,NA,social,firefox,web,"{""synthetic"": true, ""amount"": 19.21}"
evt_000002355,device_change,2025-03-13 11:03:00,,,dev_004841,ck_000234,sess_0085030,ip_018827,bf_015486,,,,,,APAC,social,safari,web,"{""synthetic"": true, ""amount"": 21.17}"
evt_000002369,device_change,2025-04-08 10:07:00,au_003817,,,,sess_0064853,ip_020641,bf_010655,,,,,,LATAM,direct,edge,web,"{""synthetic"": true, ""amount"": 30.79}"
evt_000002610,device_change,2025-04-12 12:27:00,au_003103,,dev_007412,ck_001883,sess_0095658,ip_014455,bf_004002,,,,,,EU,organic,safari,web,"{""synthetic"": true, ""amount"": 105.05}"
evt_000002640,device_change,2025-03-07 06:10:00,au_000063,,dev_016034,ck_023670,sess_0081774,ip_017356,bf_025551,,,,,,EU,organic,chrome,web,"{""synthetic"": true, ""amount"": 26.62}"
evt_000002645,device_change,2025-01-18 16:44:00,au_021093,,dev_004248,ck_001002,sess_0024527,ip_000082,bf_003973,,,,,,NA,affiliate,edge,web,"{""synthetic"": true, ""amount"": 17.41}"
evt_000002706,device_change,2025-01-04 09:10:00,au_022700,,dev_000570,ck_009625,sess_0093893,ip_006524,bf_008681,,,,,,EU,organic,edge,web,"{""synthetic"": true, ""amount"": 26.6}"
evt_000002767,device_change,2025-02-17 22:15:00,au_004069,,dev_002933,ck_007277,sess_0041528,ip_012874,bf_006167,,,,,,LATAM,direct,firefox,web,"{""synthetic"": true, ""amount"": 16.11}"
evt_000002901,device_change,2025-03-03 01:58:00,au_017601,,dev_011368,ck_014997,sess_0049346,ip_014426,bf_010857,,,,,,EU,organic,firefox,web,"{""synthetic"": true, ""amount"": 67.13}"
evt_000002946,device_change,2025-04-13 23:20:00,au_002709,,dev_004760,ck_000268,sess_0013425,ip_019535,bf_005818,,,,,,LATAM,paid_search,chrome,web,"{""synthetic"": true, ""amount"": 8.27}"
evt_000002972,device_change,2025-04-05 05:47:00,,,dev_000229,ck_008309,sess_0096556,ip_016319,bf_001001,,,,,,APAC,direct,chrome,web,"{""synthetic"": true, ""amount"": 21.43}"
evt_000003014,device_change,2025-01-26 21:56:00,au_006701,,dev_003254,ck_016620,sess_0076185,ip_020019,bf_004253,,,,,,LATAM,social,firefox,web,"{""synthetic"": true, ""amount"": 18.6}"
evt_000003056,device_change,2025-04-15 00:36:00,,,dev_018006,ck_007743,sess_0041631,ip_018499,bf_023200,,,,,,NA,organic,safari,web,"{""synthetic"": true, ""amount"": 38.86}"
evt_000003104,device_change,2025-04-14 11:39:00,,,dev_020352,ck_005049,sess_0055557,ip_020906,bf_023001,,,,,,EU,direct,edge,web,"{""synthetic"": true, ""amount"": 17.39}"
evt_000003133,device_change,2025-03-12 02:24:00,au_007698,,dev_018203,ck_014479,sess_0084198,ip_012409,bf_003440,,,,,,APAC,organic,edge,web,"{""synthetic"": true, ""amount"": 28.18}"
evt_000003171,device_change,2025-04-16 21:14:00,au_006790,,dev_001757,ck_001710,sess_0087138,ip_003263,bf_026399,,,,,,EU,paid_search,chrome,web,"{""synthetic"": true, ""amount"": 16.25}"
evt_000003186,device_change,2025-03-27 18:58:00,au_029948,,dev_021195,ck_017603,sess_0058433,ip_020097,bf_024019,,,,,,EU,direct,safari,web,"{""synthetic"": true, ""amount"": 64.83}"
evt_000003259,device_change,2025-02-25 12:13:00,au_014900,,,ck_007920,sess_0057818,ip_008636,bf_009814,,,,,,EU,affiliate,chrome,web,"{""synthetic"": true, ""amount"": 19.42}"
evt_000003288,device_change,2025-01-14 06:42:00,au_029922,,dev_003329,ck_006089,sess_0052242,ip_008255,bf_004581,,,,,,LATAM,affiliate,chrome,web,"{""synthetic"": true, ""amount"": 28.78}"
evt_000003341,device_change,2025-02-22 15:58:00,au_016821,,dev_025004,ck_014619,sess_0028301,ip_021762,bf_016274,,,,,,EU,paid_search,safari,web,"{""synthetic"": true, ""amount"": 75.64}"
evt_000003345,device_change,2025-04-01 22:26:00,,,dev_006598,ck_014829,sess_0082917,ip_006233,bf_008373,,,,,,LATAM,organic,safari,web,"{""synthetic"": true, ""amount"": 30.0}"
evt_000003399,device_change,2025-03-30 22:32:00,au_009340,,dev_002639,ck_016610,sess_0017131,ip_023385,bf_027053,,,,,,EU,paid_search,chrome,web,"{""synthetic"": true, ""amount"": 77.56}"
evt_000003496,device_change,2025-01-26 09:54:00,au_012014,,,ck_017562,sess_0027434,ip_015127,bf_006647,,,,,,APAC,paid_search,chrome,web,"{""synthetic"": true, ""amount"": 33.51}"
evt_000003502,device_change,2025-04-19 14:00:00,au_011184,,dev_004343,,sess_0044115,ip_019050,bf_014853,,,,,,NA,affiliate,edge,web,"{""synthetic"": true, ""amount"": 22.77}"
evt_000003683,device_change,2025-02-09 01:18:00,au_003478,,dev_008861,ck_004880,sess_0010925,ip_010519,bf_021910,,,,,,LATAM,social,edge,web,"{""synthetic"": true, ""amount"": 28.89}"
evt_000003686,device_change,2025-02-26 14:27:00,au_004663,,dev_012469,ck_018874,sess_0028880,ip_022360,bf_023096,,,,,,LATAM,affiliate,chrome,web,"{""synthetic"": true, ""amount"": 64.01}"
evt_000003800,device_change,2025-02-12 20:18:00,au_002670,,dev_014117,ck_016286,sess_0000289,ip_007328,bf_014693,,,,,,EU,paid_search,chrome,web,"{""synthetic"": true, ""amount"": 56.19}"
evt_000003848,device_change,2025-03-22 20:59:00,au_010543,,,ck_010036,sess_0082948,ip_015021,bf_025650,,,,,,EU,social,safari,web,"{""synthetic"": true, ""amount"": 43.13}"
evt_000003894,device_change,2025-01-14 07:48:00,au_006288,,dev_001228,ck_001581,sess_0044436,ip_005029,bf_013400,,,,,,EU,direct,chrome,web,"{""synthetic"": true, ""amount"": 6.21}"
evt_000003908,device_change,2025-02-28 04:28:00,au_027394,,dev_015670,ck_009095,sess_0096987,ip_012257,bf_022713,,,,,,NA,direct,firefox,web,"{""synthetic"": true, ""amount"": 106.67}"
evt_000003921,device_change,2025-03-10 18:32:00,au_025421,,dev_020284,ck_001967,sess_0058975,ip_007651,bf_013046,,,,,,NA,organic,safari,web,"{""synthetic"": true, ""amount"": 19.08}"
evt_000003929,device_change,2025-04-01 01:10:00,au_008577,,dev_006872,ck_001769,sess_0038271,ip_023475,bf_001910,,,,,,NA,social,firefox,web,"{""synthetic"": true, ""amount"": 58.35}"
evt_000003958,device_change,2025-01-28 02:44:00,,,,ck_021452,sess_0071377,ip_002658,bf_015643,,,,,,LATAM,social,safari,web,"{""synthetic"": true, ""amount"": 11.53}"
evt_000003970,device_change,2025-01-09 02:52:00,au_009641,,dev_004896,ck_023030,sess_0020539,ip_013986,bf_016070,,,,,,LATAM,direct,edge,web,"{""synthetic"": true, ""amount"": 46.1}"
evt_000003978,device_change,2025-01-18 17:40:00,,,dev_004796,ck_010973,sess_0021087,ip_005568,bf_019167,,,,,,APAC,paid_search,chrome,web,"{""synthetic"": true, ""amount"": 43.26}"
evt_000004000,device_change,2025-01-23 06:59:00,au_012495,,dev_007333,ck_016038,sess_0089631,ip_004788,bf_013925,,,,,,LATAM,social,edge,web,"{""synthetic"": true, ""amount"": 34.29}"
evt_000004010,device_change,2025-04-21 21:38:00,au_020646,,dev_016697,ck_031144,sess_0070968,ip_021050,bf_026902,,,,,,APAC,paid_search,chrome,web,"{""synthetic"": true, ""amount"": 54.0}"
evt_000004048,device_change,2025-03-15 15:43:00,au_007368,,dev_000482,ck_017568,sess_0070664,ip_018138,bf_017359,,,,,,EU,paid_search,chrome,web,"{""synthetic"": true, ""amount"": 18.75}"
evt_000004050,device_change,2025-04-30 22:59:00,au_006061,,,ck_002525,sess_0066582,ip_006275,bf_002731,,,,,,EU,paid_search,firefox,web,"{""synthetic"": true, ""amount"": 9.77}"
evt_000004158,device_change,2025-03-18 10:57:00,au_003858,,dev_001698,ck_006048,sess_0083787,ip_010154,bf_019560,,,,,,LATAM,direct,safari,web,"{""synthetic"": true, ""amount"": 42.99}"
evt_000004184,device_change,2025-03-12 22:30:00,,,dev_011779,,sess_0061581,ip_008310,bf_018961,,,,,,NA,affiliate,firefox,web,"{""synthetic"": true, ""amount"": 27.53}"
evt_000004205,device_change,2025-01-13 23:44:00,au_007755,,dev_006577,,sess_0016187,ip_008666,bf_014635,,,,,,NA,organic,firefox,web,"{""synthetic"": true, ""amount"": 29.8}"
evt_000004206,device_change,2025-03-03 13:32:00,,,dev_004804,,sess_0049731,ip_014247,bf_025058,,,,,,APAC,social,safari,web,"{""synthetic"": true, ""amount"": 13.82}"
evt_000004232,device_change,2025-04-19 22:48:00,au_026027,,dev_017298,ck_027664,sess_0013644,ip_011959,bf_004853,,,,,,EU,organic,safari,web,"{""synthetic"": true, ""amount"": 11.03}"
evt_000004264,device_change,2025-03-18 00:20:00,au_020063,,dev_007049,ck_021932,sess_0024625,ip_016160,bf_005741,,,,,,LATAM,paid_search,firefox,web,"{""synthetic"": true, ""amount"": 15.16}"
evt_000004278,device_change,2025-04-08 15:52:00,au_027426,,,ck_006927,sess_0045376,ip_017857,bf_009690,,,,,,EU,organic,safari,web,"{""synthetic"": true, ""amount"": 73.5}"
evt_000004432,device_change,2025-01-21 13:01:00,au_017139,,dev_007787,,sess_0082834,ip_017435,bf_014331,,,,,,APAC,affiliate,safari,web,"{""synthetic"": true, ""amount"": 27.8}"
evt_000004524,device_change,2025-03-24 12:22:00,au_022550,,dev_026304,,sess_0034586,ip_012796,bf_010035,,,,,,EU,social,firefox,web,"{""synthetic"": true, ""amount"": 23.18}"
evt_000004579,device_change,2025-04-19 11:28:00,au_005707,,dev_018343,ck_003832,sess_0000076,ip_013272,bf_000368,,,,,,EU,direct,firefox,web,"{""synthetic"": true, ""amount"": 23.39}"
evt_000004601,device_change,2025-02-23 16:04:00,,,dev_003563,,sess_0084272,ip_007965,bf_022626,,,,,,EU,affiliate,firefox,web,"{""synthetic"": true, ""amount"": 21.51}"
evt_000004620,device_change,2025-02-14 14:51:00,au_016123,,dev_000777,ck_001176,sess_0047474,ip_024302,bf_019538,,,,,,APAC,direct,chrome,web,"{""synthetic"": true, ""amount"": 17.41}"
evt_000004654,device_change,2025-02-22 09:54:00,au_003664,,dev_013493,,sess_0058736,ip_005781,bf_009780,,,,,,NA,direct,safari,web,"{""synthetic"": true, ""amount"": 12.58}"
evt_000004670,device_change,2025-03-17 15:45:00,au_014820,,dev_011752,ck_016153,sess_0058273,ip_019338,bf_016074,,,,,,EU,organic,chrome,web,"{""synthetic"": true, ""amount"": 37.22}"
evt_000004696,device_change,2025-04-06 04:11:00,au_000725,,,ck_013801,sess_0021786,ip_017994,bf_019647,,,,,,LATAM,organic,edge,web,"{""synthetic"": true, ""amount"": 32.27}"
evt_000004742,device_change,2025-03-04 18:48:00,au_018011,,,ck_007545,sess_0009878,ip_014530,bf_019763,,,,,,APAC,paid_search,safari,web,"{""synthetic"": true, ""amount"": 31.62}"
evt_000004913,device_change,2025-04-06 18:01:00,au_001041,,dev_001349,ck_021654,sess_0084710,ip_022645,bf_011598,,,,,,EU,direct,chrome,web,"{""synthetic"": true, ""amount"": 10.56}"
evt_000004987,device_change,2025-03-18 04:35:00,au_016463,,,ck_002160,sess_0033520,ip_024051,bf_020626,,,,,,APAC,affiliate,safari,web,"{""synthetic"": true, ""amount"": 19.81}"
evt_000004990,device_change,2025-02-07 02:28:00,au_023867,,dev_006271,ck_023466,sess_0026072,ip_008119,bf_015103,,,,,,NA,social,chrome,web,"{""synthetic"": true, ""amount"": 12.7}"
evt_000004995,device_change,2025-01-20 23:52:00,au_000867,,dev_016107,ck_033967,sess_0088760,ip_025152,bf_020876,,,,,,LATAM,affiliate,safari,web,"{""synthetic"": true, ""amount"": 26.38}"
evt_000005076,device_change,2025-04-05 06:12:00,au_001574,,dev_024132,ck_014468,sess_0007110,ip_000144,bf_018692,,,,,,LATAM,direct,chrome,web,"{""synthetic"": true, ""amount"": 52.6}"
evt_000005114,device_change,2025-01-24 19:54:00,,,,ck_022056,sess_0022315,ip_023957,bf_008473,,,,,,EU,organic,edge,web,"{""synthetic"": true, ""amount"": 6.49}"
evt_000005145,device_change,2025-03-31 18:24:00,au_006962,,dev_012177,ck_005428,sess_0013746,ip_011057,bf_003643,,,,,,NA,social,chrome,web,"{""synthetic"": true, ""amount"": 21.77}"
evt_000005146,device_change,2025-01-12 18:24:00,au_022551,,,ck_032412,sess_0020793,ip_019252,bf_011704,,,,,,LATAM,paid_search,edge,web,"{""synthetic"": true, ""amount"": 13.34}"
evt_000005165,device_change,2025-03-27 10:32:00,,,dev_000129,ck_002987,sess_0022141,ip_011242,bf_013937,,,,,,EU,organic,firefox,web,"{""synthetic"": true, ""amount"": 21.39}"
evt_000005180,device_change,2025-01-13 19:02:00,au_007674,,dev_006781,,sess_0094669,ip_000805,bf_016722,,,,,,APAC,paid_search,safari,web,"{""synthetic"": true, ""amount"": 21.87}"
evt_000005241,device_change,2025-03-04 03:26:00,au_015830,,dev_003577,,sess_0025504,ip_011979,bf_002460,,,,,,LATAM,organic,safari,web,"{""synthetic"": true, ""amount"": 5.6}"
evt_000005351,device_change,2025-04-07 14:56:00,au_008684,,dev_025757,ck_014647,sess_0065101,ip_002916,bf_006555,,,,,,EU,affiliate,chrome,web,"{""synthetic"": true, ""amount"": 70.63}"
evt_000005363,device_change,2025-03-27 00:35:00,au_021010,,,ck_008238,sess_0068741,ip_005291,bf_016501,,,,,,APAC,organic,edge,web,"{""synthetic"": true, ""amount"": 20.58}"
evt_000005377,device_change,2025-02-04 06:20:00,au_011683,,dev_012437,ck_012443,sess_0035520,ip_003229,bf_013432,,,,,,LATAM,paid_search,firefox,web,"{""synthetic"": true, ""amount"": 17.16}"
evt_000005428,device_change,2025-02-04 06:47:00,au_005173,,dev_006547,ck_018097,sess_0078980,ip_010025,bf_018137,,,,,,LATAM,social,chrome,web,"{""synthetic"": true, ""amount"": 19.31}"
evt_000005454,device_change,2025-02-15 14:01:00,au_024534,,dev_005036,ck_006950,sess_0091954,ip_013826,bf_002020,,,,,,EU,social,chrome,web,"{""synthetic"": true, ""amount"": 9.34}"
evt_000005471,device_change,2025-01-24 00:37:00,au_006616,,dev_024213,ck_006650,sess_0035874,ip_004025,bf_014310,,,,,,LATAM,organic,safari,web,"{""synthetic"": true, ""amount"": 24.5}"
evt_000005638,device_change,2025-01-27 00:00:00,,,,,sess_0051170,ip_016872,bf_018271,,,,,,NA,paid_search,firefox,web,"{""synthetic"": true, ""amount"": 5.62}"
evt_000005774,device_change,2025-04-27 21:35:00,au_004086,,dev_018170,ck_033632,sess_0030947,ip_013712,bf_010382,,,,,,LATAM,social,safari,web,"{""synthetic"": true, ""amount"": 21.13}"
evt_000005786,device_change,2025-03-09 10:51:00,au_019763,,dev_002716,ck_012577,sess_0045386,ip_010873,bf_008163,,,,,,LATAM,affiliate,safari,web,"{""synthetic"": true, ""amount"": 48.21}"
evt_000005797,device_change,2025-01-22 00:06:00,au_019120,,dev_004048,ck_003271,sess_0005530,ip_011813,bf_014382,,,,,,EU,social,firefox,web,"{""synthetic"": true, ""amount"": 33.17}"
evt_000005873,device_change,2025-04-04 17:48:00,au_000210,,dev_014195,ck_002739,sess_0028285,ip_001842,bf_006411,,,,,,NA,social,chrome,web,"{""synthetic"": true, ""amount"": 19.14}"
evt_000005976,device_change,2025-03-17 14:47:00,au_000790,,dev_000391,ck_024029,sess_0005410,ip_011952,bf_021956,,,,,,APAC,paid_search,edge,web,"{""synthetic"": true, ""amount"": 12.9}"
evt_000006005,device_change,2025-03-29 11:32:00,,,,ck_019175,sess_0093058,ip_019507,bf_025697,,,,,,APAC,affiliate,chrome,web,"{""synthetic"": true, ""amount"": 18.05}"
evt_000006115,device_change,2025-02-21 10:38:00,au_005152,,,ck_018625,sess_0082072,ip_001186,bf_013299,,,,,,EU,affiliate,safari,web,"{""synthetic"": true, ""amount"": 14.58}"
evt_000006151,device_change,2025-03-07 05:10:00,au_011714,,,ck_033186,sess_0070909,ip_000897,bf_001910,,,,,,APAC,affiliate,safari,web,"{""synthetic"": true, ""amount"": 14.02}"
evt_000006170,device_change,2025-01-03 15:19:00,au_028737,,dev_001783,ck_014933,sess_0035427,ip_010594,bf_023422,,,,,,APAC,social,chrome,web,"{""synthetic"": true, ""amount"": 51.91}"
evt_000006242,device_change,2025-04-13 02:39:00,,,dev_002820,ck_004499,sess_0062766,ip_011993,bf_003284,,,,,,LATAM,affiliate,safari,web,"{""synthetic"": true, ""amount"": 19.9}"
evt_000006306,device_change,2025-02-04 03:27:00,,,dev_020146,ck_035177,sess_0084829,ip_000736,bf_019832,,,,,,LATAM,direct,safari,web,"{""synthetic"": true, ""amount"": 22.69}"
evt_000006327,device_change,2025-02-22 05:14:00,au_015667,,dev_004852,ck_011620,sess_0087148,ip_010074,bf_004694,,,,,,APAC,paid_search,firefox,web,"{""synthetic"": true, ""amount"": 33.29}"
