event_id,event_type,event_timestamp,anonymous_user_id,known_user_id,device_id,cookie_id,session_id,ip_id,browser_fingerprint_id,email_hash,phone_hash,payment_instrument_id,campaign_id,product_id,geo_region,channel,user_agent_family,event_source,payload
evt_000000396,subscription,2025-01-28 10:39:00,au_011203,ku_004761,,ck_001134,sess_0014432,ip_021181,bf_014672,,,pay_016110,cmp_004,prd_0425,APAC,social,chrome,web,"{""synthetic"": true, ""amount"": 21.92}"
evt_000000405,subscription,2025-03-12 01:46:00,au_005743,ku_003439,dev_022521,ck_019639,sess_0088628,ip_005845,bf_004413,,,pay_019395,cmp_032,prd_0401,NA,social,safari,web,"{""synthetic"": true, ""amount"": 35.81}"
evt_000000414,subscription,2025-04-22 08:55:00,au_016178,ku_015822,dev_002760,ck_002354,sess_0000338,ip_019990,bf_012334,,,pay_015527,cmp_031,prd_0388,APAC,organic,edge,web,"{""synthetic"": true, ""amount"": 40.0}"
evt_000000453,subscription,2025-01-31 03:06:00,au_007624,ku_011716,dev_017575,ck_000604,sess_0095605,ip_013144,bf_021824,,,pay_011352,cmp_008,prd_0118,APAC,direct,edge,web,"{""synthetic"": true, ""amount"": 28.74}"
evt_000000471,subscription,2025-03-19 11:04:00,au_011229,ku_008358,dev_004937,ck_032104,sess_0059758,ip_025875,bf_000536,,,pay_011487,cmp_030,prd_0497,LATAM,affiliate,chrome,web,"{""synthetic"": true, ""amount"": 24.81}"
evt_000000485,subscription,2025-03-01 16:53:00,au_016592,ku_011026,dev_025067,ck_014061,sess_0054037,ip_009430,bf_016897,,,pay_011376,cmp_002,prd_0211,LATAM,paid_search,firefox,web,"{""synthetic"": true, ""amount"": 8.47}"
evt_000000553,subscription,2025-02-21 22:01:00,au_018386,ku_009118,dev_022287,ck_006681,sess_0044726,ip_000725,bf_018311,,,pay_020387,cmp_037,prd_0213,APAC,organic,edge,web,"{""synthetic"": true, ""amount"": 18.03}"
evt_000000577,subscription,2025-03-23 00:22:00,au_018769,ku_000410,dev_001033,ck_008931,sess_0053838,ip_009272,bf_002339,,,pay_019193,cmp_030,prd_0398,LATAM,organic,firefox,web,"{""synthetic"": true, ""amount"": 10.26}"
evt_000000625,subscription,2025-01-12 12:46:00,au_014872,ku_007603,dev_005840,ck_006108,sess_0032332,ip_003876,bf_002644,,,pay_016602,cmp_024,prd_0164,APAC,affiliate,edge,web,"{""synthetic"": true, ""amount"": 31.06}"
evt_000000628,subscription,2025-02-14 00:48:00,au_002432,ku_010646,dev_003038,ck_020542,sess_0051614,ip_008631,bf_008291,,,,cmp_002,prd_0255,LATAM,paid_search,edge,web,"{""synthetic"": true, ""amount"": 49.1}"
evt_000000676,subscription,2025-01-01 23:49:00,au_010629,ku_015041,dev_021039,ck_018374,sess_0022524,ip_013491,bf_022336,,,pay_005165,cmp_030,prd_0458,NA,direct,edge,web,"{""synthetic"": true, ""amount"": 93.59}"
evt_000000731,subscription,2025-02-07 13:28:00,,ku_015034,dev_017169,,sess_0040687,ip_004873,bf_001471,,,,cmp_006,prd_0184,LATAM,direct,chrome,web,"{""synthetic"": true, ""amount"": 69.99}"
evt_000000740,subscription,2025-04-08 18:13:00,,ku_012497,,ck_011465,sess_0048088,ip_001695,bf_009659,,,pay_022342,cmp_002,prd_0204,NA,social,safari,web,"{""synthetic"": true, ""amount"": 15.99}"
evt_000000759,subscription,2025-03-11 12:03:00,,ku_005241,,,sess_0010616,ip_014611,bf_000584,,,pay_000559,cmp_003,prd_0201,EU,paid_search,chrome,web,"{""synthetic"": true, ""amount"": 22.96}"
evt_000000761,subscription,2025-01-16 08:56:00,au_002426,ku_016485,dev_031326,,sess_0003532,ip_020892,bf_003294,,,pay_017626,cmp_039,prd_0306,APAC,affiliate,chrome,web,"{""synthetic"": true, ""amount"": 40.38}"
evt_000000807,subscription,2025-03-29 07:32:00,au_012551,ku_017905,dev_003259,ck_011158,sess_0001530,ip_009188,bf_007021,,,pay_002262,cmp_024,prd_0173,EU,paid_search,safari,web,"{""synthetic"": true, ""amount"": 11.74}"
evt_000000808,subscription,2025-01-26 22:37:00,au_017425,ku_003841,dev_013923,ck_025441,sess_0059670,ip_014814,bf_012444,,,,cmp_037,prd_0474,NA,paid_search,firefox,web,"{""synthetic"": true, ""amount"": 11.1}"
evt_000000847,subscription,2025-01-18 07:57:00,au_017836,ku_007999,dev_018319,ck_009132,sess_0055469,ip_024415,bf_002708,,,pay_002504,cmp_024,prd_0090,LATAM,social,safari,web,"{""synthetic"": true, ""amount"": 38.19}"
evt_000000869,subscription,2025-01-11 23:43:00,,ku_015873,dev_024017,ck_017350,sess_0070712,ip_006770,bf_005863,,,pay_004172,cmp_022,prd_0319,EU,affiliate,firefox,web,"{""synthetic"": true, ""amount"": 54.31}"
evt_000000882,subscription,2025-03-27 20:08:00,au_003986,ku_014483,,ck_030155,sess_0032289,ip_016213,bf_010186,,,pay_017258,cmp_003,prd_0367,LATAM,paid_search,firefox,web,"{""synthetic"": true, ""amount"": 14.04}"
evt_000000923,subscription,2025-02-24 10:06:00,,ku_018922,dev_026042,ck_003706,sess_0028277,ip_024632,bf_001487,,,pay_014899,cmp_024,prd_0427,EU,social,chrome,web,"{""synthetic"": true, ""amount"": 43.33}"
evt_000000931,subscription,2025-02-19 14:17:00,au_007482,ku_019739,dev_012844,ck_013648,sess_0054663,ip_014201,bf_015474,,,,cmp_035,prd_0404,EU,direct,edge,web,"{""synthetic"": true, ""amount"": 31.66}"
evt_000000934,subscription,2025-01-18 11:25:00,au_015976,ku_019297,dev_003880,ck_017746,sess_0061127,ip_009962,bf_009572,,,,cmp_003,prd_0417,APAC,direct,chrome,web,"{""synthetic"": true, ""amount"": 47.49}"
evt_000000974,subscription,2025-04-11 16:21:00,au_004173,ku_009982,dev_017872,ck_011161,sess_0079038,ip_008723,bf_009663,,,pay_009185,cmp_004,prd_0019,LATAM,social,chrome,web,"{""synthetic"": true, ""amount"": 25.34}"
evt_000000975,subscription,2025-02-09 13:28:00,,ku_018615,dev_011088,ck_019490,sess_0017888,ip_010755,bf_027421,,,pay_000334,cmp_011,prd_0035,APAC,paid_search,safari,web,"{""synthetic"": true, ""amount"": 21.35}"
evt_000000978,subscription,2025-03-02 05:25:00,au_016109,ku_012957,dev_009300,ck_006839,sess_0062755,ip_013467,bf_026782,,,pay_011950,cmp_006,prd_0468,EU,paid_search,edge,web,"{""synthetic"": true, ""amount"": 85.84}"
evt_000001005,subscription,2025-04-09 18:40:00,au_023191,ku_004561,dev_016256,ck_017382,sess_0071087,ip_002139,bf_004026,,,,cmp_013,prd_0136,APAC,social,firefox,web,"{""synthetic"": true, ""amount"": 101.18}"
evt_000001017,subscription,2025-01-20 11:19:00,au_013412,ku_009307,,ck_025190,sess_0033499,ip_009923,bf_006268,,,pay_001655,cmp_037,prd_0308,NA,direct,edge,web,"{""synthetic"": true, ""amount"": 14.03}"
evt_000001028,subscription,2025-04-12 03:41:00,au_019216,ku_005396,dev_015215,ck_013124,sess_0041350,ip_015702,bf_018275,,,pay_021272,cmp_009,prd_0444,NA,social,edge,web,"{""synthetic"": true, ""amount"": 21.73}"
evt_000001070,subscription,2025-01-26 07:03:00,au_006053,ku_018617,dev_013103,ck_002411,sess_0074316,ip_025088,bf_020513,,,,cmp_028,prd_0253,NA,direct,firefox,web,"{""synthetic"": true, ""amount"": 8.07}"
evt_000001114,subscription,2025-04-05 18:01:00,au_029638,ku_009809,dev_004103,,sess_0061770,ip_002535,bf_016123,,,pay_005080,cmp_032,prd_0217,EU,affiliate,firefox,web,"{""synthetic"": true, ""amount"": 24.27}"
evt_000001154,subscription,2025-04-07 11:53:00,au_002707,ku_004959,dev_008761,ck_009279,sess_0081520,ip_003945,bf_019260,,,,cmp_032,prd_0180,NA,paid_search,firefox,web,"{""synthetic"": true, ""amount"": 57.77}"
evt_000001269,subscription,2025-02-17 13:24:00,au_006385,ku_007545,dev_007801,ck_012198,sess_0039980,ip_010145,bf_019260,,,pay_005619,cmp_001,prd_0040,EU,social,firefox,web,"{""synthetic"": true, ""amount"": 10.35}"
evt_000001310,subscription,2025-03-10 16:47:00,au_028811,ku_018771,,ck_024694,sess_0055897,ip_023026,bf_019234,,,pay_014986,cmp_038,prd_0238,LATAM,paid_search,chrome,web,"{""synthetic"": true, ""amount"": 58.66}"
evt_000001317,subscription,2025-04-24 17:45:00,,ku_003033,,ck_015361,sess_0048447,ip_007671,bf_007835,,,pay_019099,cmp_024,prd_0437,NA,social,firefox,web,"{""synthetic"": true, ""amount"": 125.93}"
evt_000001323,subscription,2025-01-11 14:38:00,au_001214,ku_015449,,ck_015815,sess_0087368,ip_016174,bf_012093,,,pay_015114,cmp_004,prd_0121,APAC,direct,edge,web,"{""synthetic"": true, ""amount"": 20.26}"
evt_000001385,subscription,2025-01-23 20:49:00,au_004559,ku_011879,dev_011015,ck_016444,sess_0036118,ip_003433,bf_024650,,,,cmp_032,prd_0067,NA,social,safari,web,"{""synthetic"": true, ""amount"": 78.79}"
evt_000001405,subscription,2025-01-17 11:44:00,,ku_000326,dev_003261,ck_029895,sess_0095661,ip_021723,bf_001925,,,pay_001614,cmp_007,prd_0352,NA,paid_search,safari,web,"{""synthetic"": true, ""amount"": 13.4}"
evt_000001428,subscription,2025-01-16 15:37:00,,ku_014846,dev_029779,ck_001948,sess_0076538,ip_012315,bf_018791,,,pay_006579,cmp_023,prd_0083,NA,paid_search,firefox,web,"{""synthetic"": true, ""amount"": 5.52}"
evt_000001430,subscription,2025-04-13 12:00:00,au_003414,ku_005661,dev_000957,ck_007346,sess_0095658,ip_010006,bf_027362,,,pay_016237,cmp_030,prd_0121,EU,paid_search,chrome,web,"{""synthetic"": true, ""amount"": 19.41}"
evt_000001431,subscription,2025-02-11 11:48:00,,ku_005842,dev_028814,ck_012131,sess_0034426,ip_024828,bf_018525,,,,cmp_013,prd_0156,EU,organic,edge,web,"{""synthetic"": true, ""amount"": 51.94}"
evt_000001432,subscription,2025-01-04 16:57:00,au_000539,ku_018660,dev_010157,ck_036058,sess_0073572,ip_013009,bf_024973,,,,cmp_027,prd_0447,LATAM,social,safari,web,"{""synthetic"": true, ""amount"": 32.59}"
evt_000001436,subscription,2025-04-20 17:59:00,au_017872,ku_009228,dev_007510,ck_021205,sess_0059346,ip_016251,bf_008543,,,pay_011413,cmp_003,prd_0365,APAC,direct,edge,web,"{""synthetic"": true, ""amount"": 20.39}"
evt_000001440,subscription,2025-04-16 20:23:00,au_011664,ku_015652,dev_008120,ck_029744,sess_0047752,ip_016543,bf_018396,,,pay_011621,cmp_037,prd_0165,APAC,affiliate,safari,web,"{""synthetic"": true, ""amount"": 17.8}"
evt_000001475,subscription,2025-04-13 13:52:00,au_002806,ku_018471,dev_013135,ck_037152,sess_0063128,ip_019353,bf_019221,,,pay_005430,cmp_012,prd_0056,NA,social,chrome,web,"{""synthetic"": true, ""amount"": 67.5}"
evt_000001502,subscription,2025-04-18 03:14:00,au_027996,ku_008864,dev_006749,ck_009905,sess_0032137,ip_003533,bf_011620,,,pay_014263,cmp_037,prd_0266,APAC,direct,firefox,web,"{""synthetic"": true, ""amount"": 31.18}"
evt_000001503,subscription,2025-04-07 02:25:00,au_014023,ku_012766,,ck_032611,sess_0045314,ip_012476,bf_009396,,,,cmp_005,prd_0327,NA,organic,firefox,web,"{""synthetic"": true, ""amount"": 16.37}"
evt_000001550,subscription,2025-02-25 19:11:00,au_005621,ku_005954,dev_016555,,sess_0053993,ip_012472,bf_011017,,,,cmp_001,prd_0456,EU,paid_search,edge,web,"{""synthetic"": true, ""amount"": 14.18}"
evt_000001581,subscription,2025-01-30 02:37:00,au_003452,ku_005188,dev_004891,ck_004045,sess_0048150,ip_012800,bf_027958,,,,cmp_033,prd_0396,APAC,social,firefox,web,"{""synthetic"": true, ""amount"": 27.27}"
evt_000001603,subscription,2025-04-06 21:51:00,au_004473,ku_004077,dev_017955,ck_006434,sess_0077666,ip_011807,bf_001383,,,pay_013122,cmp_016,prd_0466,NA,affiliate,firefox,web,"{""synthetic"": true, ""amount"": 14.6}"
evt_000001613,subscription,2025-02-06 23:41:00,au_005156,ku_010764,,ck_001047,sess_0001603,ip_008378,bf_004607,,,pay_001087,cmp_020,prd_0430,NA,direct,safari,web,"{""synthetic"": true, ""amount"": 71.73}"
evt_000001614,subscription,2025-02-03 18:35:00,au_002213,ku_017190,dev_008428,ck_001202,sess_0043574,ip_024161,bf_021533,,,,cmp_027,prd_0184,APAC,direct,safari,web,"{""synthetic"": true, ""amount"": 37.64}"
evt_000001644,subscription,2025-04-25 00:46:00,au_026938,ku_011192,dev_020079,ck_000920,sess_0092039,ip_023168,bf_008225,,,,cmp_039,prd_0141,NA,paid_search,edge,web,"{""synthetic"": true, ""amount"": 79.77}"
evt_000001647,subscription,2025-04-25 12:51:00,au_020870,ku_019056,dev_011893,ck_006293,sess_0041087,ip_009573,bf_023155,,,pay_000376,cmp_021,prd_0211,EU,direct,chrome,web,"{""synthetic"": true, ""amount"": 19.95}"
evt_000001686,subscription,2025-02-23 08:16:00,au_028419,ku_011272,dev_027871,ck_013438,sess_0012867,ip_014375,bf_000713,,,pay_011173,cmp_024,prd_0197,APAC,affiliate,firefox,web,"{""synthetic"": true, ""amount"": 14.66}"
evt_000001757,subscription,2025-03-22 06:14:00,,ku_018661,dev_004722,ck_007938,sess_0021893,ip_003015,bf_008716,,,,cmp_034,prd_0073,LATAM,social,chrome,web,"{""synthetic"": true, ""amount"": 19.28}"
evt_000001783,subscription,2025-01-01 20:25:00,,ku_010089,dev_010498,ck_007573,sess_0055195,ip_014247,bf_009031,,,,cmp_032,prd_0027,EU,organic,safari,web,"{""synthetic"": true, ""amount"": 23.55}"
evt_000001790,subscription,2025-04-08 21:51:00,au_011608,ku_018325,dev_017537,ck_028666,sess_0080683,ip_003342,bf_027745,,,pay_006549,cmp_033,prd_0206,LATAM,organic,firefox,web,"{""synthetic"": true, ""amount"": 50.82}"
evt_000001798,subscription,2025-01-01 05:01:00,au_005842,ku_008484,dev_009821,ck_003680,sess_0057938,ip_012195,bf_012241,,,pay_020615,cmp_035,prd_0495,LATAM,social,safari,web,"{""synthetic"": true, ""amount"": 15.92}"
evt_000001966,subscription,2025-02-02 07:32:00,,ku_012588,dev_016102,ck_004202,sess_0007921,ip_017113,bf_014949,,,pay_005589,cmp_001,prd_0377,LATAM,paid_search,edge,web,"{""synthetic"": true, ""amount"": 15.96}"
evt_000001972,subscription,2025-03-22 10:05:00,au_013823,ku_009083,dev_005047,ck_005017,sess_0016589,ip_010193,bf_010822,,,,cmp_012,prd_0498,LATAM,direct,edge,web,"{""synthetic"": true, ""amount"": 18.67}"
evt_000002002,subscription,2025-02-06 18:54:00,au_003690,ku_003142,,ck_029459,sess_0047149,ip_022983,bf_022123,,,pay_018796,cmp_023,prd_0218,NA,affiliate,chrome,web,"{""synthetic"": true, ""amount"": 9.35}"
evt_000002075,subscription,2025-04-30 16:32:00,au_001126,ku_000012,dev_031858,ck_021122,sess_0029835,ip_016154,bf_005153,,,pay_005659,cmp_014,prd_0242,EU,paid_search,firefox,web,"{""synthetic"": true, ""amount"": 22.93}"
evt_000002098,subscription,2025-01-16 03:55:00,au_022927,ku_015874,dev_001042,ck_007337,sess_0001949,ip_004669,bf_026967,,,pay_001684,cmp_003,prd_0403,LATAM,paid_search,chrome,web,"{""synthetic"": true, ""amount"": 17.92}"
evt_000002113,subscription,2025-04-18 23:28:00,au_001154,ku_007294,dev_004915,ck_016126,sess_0089044,ip_007262,bf_021534,,,pay_004502,cmp_029,prd_0173,NA,paid_search,edge,web,"{""synthetic"": true, ""amount"": 28.07}"
evt_000002129,subscription,2025-02-08 07:36:00,au_007607,ku_012156,,ck_011571,sess_0028802,ip_004225,bf_001433,,,pay_018183,cmp_003,prd_0054,NA,social,safari,web,"{""synthetic"": true, ""amount"": 46.0}"
evt_000002135,subscription,2025-04-01 03:00:00,au_006636,ku_006229,dev_027853,,sess_0033109,ip_003907,bf_002578,,,,cmp_009,prd_0044,NA,organic,firefox,web,"{""synthetic"": true, ""amount"": 21.6}"
evt_000002139,subscription,2025-03-27 08:58:00,,ku_007597,dev_012057,ck_006751,sess_0036394,ip_019666,bf_000496,,,pay_011739,cmp_024,prd_0499,EU,organic,firefox,web,"{""synthetic"": true, ""amount"": 32.44}"
evt_000002141,subscription,2025-02-08 20:03:00,au_000385,ku_010103,dev_005570,ck_003321,sess_0092344,ip_003373,bf_016299,,,pay_004156,cmp_019,prd_0392,NA,paid_search,safari,web,"{""synthetic"": true, ""amount"": 21.52}"
evt_000002179,subscription,2025-01-09 20:01:00,au_008002,ku_000203,,ck_012950,sess_0040731,ip_001903,bf_003012,,,pay_005535,cmp_037,prd_0301,LATAM,affiliate,safari,web,"{""synthetic"": true, ""amount"": 30.68}"
evt_000002183,subscription,2025-04-13 18:19:00,au_011374,ku_014283,,ck_013181,sess_0047127,ip_023864,bf_016958,,,pay_006866,cmp_024,prd_0238,EU,affiliate,edge,web,"{""synthetic"": true, ""amount"": 28.03}"
evt_000002194,subscription,2025-01-09 09:17:00,au_006469,ku_004972,dev_012250,ck_009100,sess_0083019,ip_016920,bf_025091,,,,cmp_020,prd_0493,EU,paid_search,chrome,web,"{""synthetic"": true, ""amount"": 13.79}"
evt_000002245,subscription,2025-02-05 16:27:00,au_006255,ku_003830,dev_005556,ck_010394,sess_0009507,ip_004433,bf_005343,,,pay_004525,cmp_040,prd_0463,LATAM,social,chrome,web,"{""synthetic"": true, ""amount"": 15.98}"
evt_000002261,subscription,2025-02-16 16:37:00,au_028577,ku_000880,dev_022348,ck_010067,sess_0059384,ip_020244,bf_008855,,,pay_011289,cmp_003,prd_0448,NA,social,edge,web,"{""synthetic"": true, ""amount"": 60.69}"
evt_000002291,subscription,2025-02-23 09:34:00,au_013428,ku_001688,dev_016408,ck_030972,sess_0018099,ip_010004,bf_024778,,,pay_002140,cmp_001,prd_0396,NA,paid_search,safari,web,"{""synthetic"": true, ""amount"": 35.26}"
evt_000002318,subscription,2025-03-17 04:34:00,au_007166,ku_008634,dev_010519,ck_009143,sess_0089305,ip_010114,bf_012026,,,,cmp_005,prd_0001,LATAM,paid_search,chrome,web,"{""synthetic"": true, ""amount"": 20.24}"
evt_000002327,subscription,2025-02-10 02:24:00,,ku_000569,dev_005333,ck_004550,sess_0089075,ip_020166,bf_011439,,,,cmp_014,prd_0165,EU,organic,edge,web,"{""synthetic"": true, ""amount"": 29.34}"
evt_000002333,subscription,2025-01-14 04:10:00,,ku_001288,dev_023444,ck_018572,sess_0075988,ip_000833,bf_006411,,,,cmp_039,prd_0498,LATAM,organic,firefox,web,"{""synthetic"": true, ""amount"": 42.37}"
evt_000002357,subscription,2025-02-15 04:57:00,au_005800,ku_003533,,ck_037192,sess_0082517,ip_012635,bf_023626,,,pay_005732,cmp_011,prd_0449,LATAM,organic,edge,web,"{""synthetic"": true, ""amount"": 20.36}"
evt_000002371,subscription,2025-01-08 16:29:00,,ku_018901,,ck_000697,sess_0000441,ip_011695,bf_025314,,,pay_008358,cmp_016,prd_0126,EU,social,edge,web,"{""synthetic"": true, ""amount"": 16.66}"
evt_000002410,subscription,2025-01-29 16:44:00,au_022639,ku_016104,dev_003716,ck_014949,sess_0017940,ip_021283,bf_008667,,,pay_010131,cmp_023,prd_0349,NA,direct,firefox,web,"{""synthetic"": true, ""amount"": 38.97}"
evt_000002420,subscription,2025-04-16 05:27:00,au_010012,ku_007845,dev_009837,ck_028035,sess_0048578,ip_024515,bf_012125,,,,cmp_033,prd_0052,LATAM,paid_search,firefox,web,"{""synthetic"": true, ""amount"": 60.54}"
evt_000002436,subscription,2025-04-27 08:21:00,au_026328,ku_015096,dev_006145,,sess_0091807,ip_016868,bf_003936,,,pay_013178,cmp_020,prd_0455,NA,paid_search,edge,web,"{""synthetic"": true, ""amount"": 25.97}"
evt_000002533,subscription,2025-01-13 19:37:00,au_000800,ku_014267,dev_001314,ck_034147,sess_0068559,ip_012358,bf_024729,,,,cmp_032,prd_0181,APAC,social,edge,web,"{""synthetic"": true, ""amount"": 28.7}"
evt_000002549,subscription,2025-01-13 05:08:00,,ku_019157,,,sess_0098091,ip_006310,bf_021158,,,pay_011868,cmp_008,prd_0098,APAC,direct,edge,web,"{""synthetic"": true, ""amount"": 30.11}"
evt_000002608,subscription,2025-03-23 17:50:00,,ku_018786,dev_012212,ck_029471,sess_0011156,ip_002512,bf_011426,,,pay_010040,cmp_024,prd_0190,LATAM,social,firefox,web,"{""synthetic"": true, ""amount"": 43.24}"
evt_000002631,subscription,2025-03-21 04:48:00,au_024277,ku_018656,,ck_000421,sess_0059187,ip_016348,bf_026812,,,pay_001713,cmp_019,prd_0400,NA,organic,safari,web,"{""synthetic"": true, ""amount"": 14.62}"
evt_000002685,subscription,2025-01-23 16:42:00,au_010838,ku_006652,dev_008340,ck_002221,sess_0015838,ip_015881,bf_027222,,,pay_001706,cmp_021,prd_0238,EU,paid_search,chrome,web,"{""synthetic"": true, ""amount"": 41.89}"
evt_000002718,subscription,2025-02-21 13:37:00,,ku_002757,,ck_028340,sess_0027686,ip_022858,bf_017254,,,pay_004603,cmp_024,prd_0191,APAC,affiliate,safari,web,"{""synthetic"": true, ""amount"": 21.59}"
evt_000002725,subscription,2025-01-01 20:27:00,au_003288,ku_006926,dev_007352,,sess_0006948,ip_002988,bf_013216,,,pay_012530,cmp_036,prd_0425,LATAM,affiliate,safari,web,"{""synthetic"": true, ""amount"": 46.92}"
evt_000002821,subscription,2025-03-26 04:37:00,au_005877,ku_017828,dev_022234,ck_036173,sess_0045062,ip_024851,bf_017713,,,pay_011044,cmp_026,prd_0187,EU,direct,edge,web,"{""synthetic"": true, ""amount"": 15.51}"
evt_000002824,subscription,2025-04-17 05:40:00,au_002423,ku_000331,dev_006862,ck_008000,sess_0046459,ip_005319,bf_003898,,,pay_012078,cmp_027,prd_0353,EU,affiliate,chrome,web,"{""synthetic"": true, ""amount"": 15.27}"
evt_000002859,subscription,2025-01-22 17:58:00,au_006962,ku_017668,dev_012177,ck_005428,sess_0070621,ip_007558,bf_001419,,,pay_010101,cmp_021,prd_0421,APAC,social,safari,web,"{""synthetic"": true, ""amount"": 51.73}"
evt_000002862,subscription,2025-03-11 03:09:00,au_007785,ku_010590,dev_000692,ck_034103,sess_0088611,ip_007766,bf_022483,,,,cmp_002,prd_0400,NA,social,edge,web,"{""synthetic"": true, ""amount"": 13.54}"
evt_000002874,subscription,2025-03-12 01:39:00,,ku_011224,dev_012694,ck_005978,sess_0001348,ip_003786,bf_011050,,,,cmp_016,prd_0239,EU,organic,firefox,web,"{""synthetic"": true, ""amount"": 9.99}"
evt_000002881,subscription,2025-04-21 19:15:00,au_024074,ku_016287,dev_010256,ck_020342,sess_0095683,ip_019489,bf_016565,,,,cmp_032,prd_0481,NA,affiliate,firefox,web,"{""synthetic"": true, ""amount"": 103.37}"
evt_000002885,subscription,2025-01-05 11:29:00,au_016788,ku_006415,dev_008682,ck_004306,sess_0047282,ip_025714,bf_017201,,,pay_021606,cmp_020,prd_0333,LATAM,organic,chrome,web,"{""synthetic"": true, ""amount"": 25.62}"
evt_000002900,subscription,2025-03-27 08:21:00,au_000911,ku_013687,dev_020511,ck_021370,sess_0034152,ip_024192,bf_016779,,,pay_006815,cmp_014,prd_0307,LATAM,direct,edge,web,"{""synthetic"": true, ""amount"": 13.43}"
evt_000002911,subscription,2025-01-18 05:58:00,au_011329,ku_005803,,ck_008727,sess_0048035,ip_018863,bf_027928,,,pay_009982,cmp_039,prd_0298,NA,organic,chrome,web,"{""synthetic"": true, ""amount"": 28.07}"
evt_000002913,subscription,2025-01-29 11:08:00,,ku_019011,,ck_022606,sess_0078742,ip_023665,bf_027449,,,pay_013834,cmp_008,prd_0163,LATAM,social,firefox,web,"{""synthetic"": true, ""amount"": 49.45}"
evt_000002981,subscription,2025-03-22 10:47:00,au_025964,ku_008573,dev_028360,ck_033660,sess_0030693,ip_016236,bf_003847,,,,cmp_010,prd_0158,EU,paid_search,safari,web,"{""synthetic"": true, ""amount"": 47.46}"
evt_000002996,subscription,2025-04-20 09:43:00,,ku_015732,,ck_000813,sess_0071418,ip_001018,bf_015199,,,pay_005186,cmp_011,prd_0203,NA,organic,safari,web,"{""synthetic"": true, ""amount"": 14.08}"
