real_identity_id,device_id,device_type,device_first_seen_at,shared_device_flag
rid_009082,dev_000072,desktop,2024-10-01 08:17:00,False
rid_015087,dev_000073,desktop,2024-10-01 08:24:00,False
rid_001816,dev_000074,ios,2024-10-01 08:31:00,False
rid_005333,dev_000075,tablet,2024-10-01 08:38:00,False
rid_007147,dev_000076,android,2024-10-01 08:45:00,False
rid_019743,dev_000077,android,2024-10-01 08:52:00,False
rid_019429,dev_000078,tablet,2024-10-01 08:59:00,False
rid_004663,dev_000079,ios,2024-10-01 09:06:00,False
rid_017531,dev_000080,tablet,2024-10-01 09:13:00,False
rid_012241,dev_000081,ios,2024-10-01 09:20:00,False
rid_010277,dev_000082,android,2024-10-01 09:27:00,False
rid_004133,dev_000083,tablet,2024-10-01 09:34:00,False
rid_006577,dev_000084,android,2024-10-01 09:41:00,False
rid_010960,dev_000085,desktop,2024-10-01 09:48:00,False
rid_003281,dev_000086,desktop,2024-10-01 09:55:00,False
rid_009387,dev_000087,desktop,2024-10-01 10:02:00,False
rid_002758,dev_000088,desktop,2024-10-01 10:09:00,False
rid_001746,dev_000089,tablet,2024-10-01 10:16:00,False
rid_003115,dev_000090,tablet,2024-10-01 10:23:00,False
rid_015118,dev_000091,desktop,2024-10-01 10:30:00,False
rid_010641,dev_000092,desktop,2024-10-01 10:37:00,False
rid_016499,dev_000093,android,2024-10-01 10:44:00,False
rid_013993,dev_000094,desktop,2024-10-01 10:51:00,False
rid_000925,dev_000095,desktop,2024-10-01 10:58:00,False
rid_005929,dev_000096,desktop,2024-10-01 11:05:00,False
rid_006828,dev_000097,tablet,2024-10-01 11:12:00,False
rid_019685,dev_000098,android,2024-10-01 11:19:00,False
rid_011971,dev_000099,tablet,2024-10-01 11:26:00,False
rid_009337,dev_000100,tablet,2024-10-01 11:33:00,False
rid_018694,dev_000101,tablet,2024-10-01 11:40:00,False
rid_011912,dev_000102,ios,2024-10-01 11:47:00,False
rid_014671,dev_000103,tablet,2024-10-01 11:54:00,False
rid_010720,dev_000104,desktop,2024-10-01 12:01:00,False
rid_008118,dev_000105,tablet,2024-10-01 12:08:00,False
rid_015421,dev_000106,ios,2024-10-01 12:15:00,False
rid_007303,dev_000107,tablet,2024-10-01 12:22:00,False
rid_018713,dev_000108,ios,2024-10-01 12:29:00,False
rid_006655,dev_000109,desktop,2024-10-01 12:36:00,False
rid_016948,dev_000110,tablet,2024-10-01 12:43:00,False
rid_001479,dev_000111,ios,2024-10-01 12:50:00,False
rid_010297,dev_000112,desktop,2024-10-01 12:57:00,False
rid_009619,dev_000113,tablet,2024-10-01 13:04:00,False
rid_018770,dev_000114,desktop,2024-10-01 13:11:00,False
rid_007458,dev_000115,tablet,2024-10-01 13:18:00,False
rid_008375,dev_000116,android,2024-10-01 13:25:00,False
rid_001239,dev_000117,desktop,2024-10-01 13:32:00,False
rid_001476,dev_000118,tablet,2024-10-01 13:39:00,False
rid_011225,dev_000119,android,2024-10-01 13:46:00,False
rid_002654,dev_000120,android,2024-10-01 13:53:00,False
rid_006697,dev_000121,desktop,2024-10-01 14:00:00,False
rid_019043,dev_000122,ios,2024-10-01 14:07:00,False
rid_005811,dev_000123,tablet,2024-10-01 14:14:00,False
rid_018802,dev_000124,android,2024-10-01 14:21:00,False
rid_008377,dev_000125,ios,2024-10-01 14:28:00,False
rid_018275,dev_000126,ios,2024-10-01 14:35:00,False
rid_006998,dev_000127,tablet,2024-10-01 14:42:00,False
rid_015030,dev_000128,tablet,2024-10-01 14:49:00,False
rid_002992,dev_000129,android,2024-10-01 14:56:00,False
rid_013586,dev_000130,tablet,2024-10-01 15:03:00,False
rid_006680,dev_000131,desktop,2024-10-01 15:10:00,False
rid_016753,dev_000132,tablet,2024-10-01 15:17:00,False
rid_009103,dev_000133,desktop,2024-10-01 15:24:00,False
rid_008906,dev_000134,desktop,2024-10-01 15:31:00,False
rid_013031,dev_000135,tablet,2024-10-01 15:38:00,False
rid_010947,dev_000136,ios,2024-10-01 15:45:00,False
rid_011043,dev_000137,ios,2024-10-01 15:52:00,False
rid_017967,dev_000138,android,2024-10-01 15:59:00,False
rid_014836,dev_000139,ios,2024-10-01 16:06:00,False
rid_001136,dev_000140,android,2024-10-01 16:13:00,False
rid_019073,dev_000141,tablet,2024-10-01 16:20:00,False
rid_011266,dev_000142,ios,2024-10-01 16:27:00,False
rid_001401,dev_000143,desktop,2024-10-01 16:34:00,False
rid_007624,dev_000144,tablet,2024-10-01 16:41:00,False
rid_000398,dev_000145,tablet,2024-10-01 16:48:00,False
rid_011112,dev_000146,tablet,2024-10-01 16:55:00,False
rid_012596,dev_000147,desktop,2024-10-01 17:02:00,False
rid_019146,dev_000148,desktop,2024-10-01 17:09:00,False
rid_013541,dev_000149,desktop,2024-10-01 17:16:00,False
rid_015714,dev_000150,ios,2024-10-01 17:23:00,False
rid_016157,dev_000151,tablet,2024-10-01 17:30:00,True
rid_009532,dev_000152,tablet,2024-10-01 17:37:00,False
rid_007825,dev_000153,desktop,2024-10-01 17:44:00,False
rid_013617,dev_000154,desktop,2024-10-01 17:51:00,False
rid_001426,dev_000155,desktop,2024-10-01 17:58:00,False
rid_011259,dev_000156,ios,2024-10-01 18:05:00,False
rid_003470,dev_000157,ios,2024-10-01 18:12:00,False
rid_003944,dev_000158,desktop,2024-10-01 18:19:00,False
rid_017558,dev_000159,ios,2024-10-01 18:26:00,False
rid_009122,dev_000160,ios,2024-10-01 18:33:00,False
rid_011002,dev_000161,android,2024-10-01 18:40:00,False
rid_002218,dev_000162,android,2024-10-01 18:47:00,False
rid_005459,dev_000163,android,2024-10-01 18:54:00,False
rid_009127,dev_000164,ios,2024-10-01 19:01:00,False
rid_018122,dev_000165,desktop,2024-10-01 19:08:00,False
rid_008789,dev_000166,tablet,2024-10-01 19:15:00,False
rid_012602,dev_000167,ios,2024-10-01 19:22:00,False
rid_013967,dev_000168,desktop,2024-10-01 19:29:00,False
rid_003965,dev_000169,ios,2024-10-01 19:36:00,False
rid_005389,dev_000170,android,2024-10-01 19:43:00,False
rid_010607,dev_000171,tablet,2024-10-01 19:50:00,False
rid_007861,dev_000172,tablet,2024-10-01 19:57:00,False
rid_016289,dev_000173,ios,2024-10-01 20:04:00,False
rid_008232,dev_000174,tablet,2024-10-01 20:11:00,False
rid_008975,dev_000175,desktop,2024-10-01 20:18:00,False
rid_003435,dev_000176,desktop,2024-10-01 20:25:00,False
rid_014058,dev_000177,tablet,2024-10-01 20:32:00,False
rid_014651,dev_000178,ios,2024-10-01 20:39:00,False
rid_009245,dev_000179,ios,2024-10-01 20:46:00,False
rid_013386,dev_000180,tablet,2024-10-01 20:53:00,False
rid_019463,dev_000181,android,2024-10-01 21:00:00,False
rid_008016,dev_000182,tablet,2024-10-01 21:07:00,False
rid_000352,dev_000183,ios,2024-10-01 21:14:00,False
rid_003169,dev_000184,android,2024-10-01 21:21:00,False
rid_012864,dev_000185,tablet,2024-10-01 21:28:00,False
rid_015748,dev_000186,tablet,2024-10-01 21:35:00,False
rid_010766,dev_000187,tablet,2024-10-01 21:42:00,False
rid_013859,dev_000188,android,2024-10-01 21:49:00,False
rid_000268,dev_000189,desktop,2024-10-01 21:56:00,False
rid_013284,dev_000190,ios,2024-10-01 22:03:00,False
rid_012736,dev_000191,ios,2024-10-01 22:10:00,False
rid_018912,dev_000192,android,2024-10-01 22:17:00,False
rid_007874,dev_000193,desktop,2024-10-01 22:24:00,False
rid_016072,dev_000194,tablet,2024-10-01 22:31:00,False
rid_004856,dev_000195,ios,2024-10-01 22:38:00,False
rid_017975,dev_000196,ios,2024-10-01 22:45:00,False
rid_011041,dev_000197,tablet,2024-10-01 22:52:00,False
rid_015210,dev_000198,tablet,2024-10-01 22:59:00,False
rid_010513,dev_000199,ios,2024-10-01 23:06:00,False
rid_014910,dev_000200,tablet,2024-10-01 23:13:00,False
rid_016183,dev_000201,tablet,2024-10-01 23:20:00,False
rid_015169,dev_000202,ios,2024-10-01 23:27:00,False
rid_019687,dev_000203,desktop,2024-10-01 23:34:00,False
rid_018908,dev_000204,android,2024-10-01 23:41:00,False
rid_015920,dev_000205,android,2024-10-01 23:48:00,False
rid_010500,dev_000206,tablet,2024-10-01 23:55:00,False
rid_001849,dev_000207,android,2024-10-02 00:02:00,False
rid_008210,dev_000208,tablet,2024-10-02 00:09:00,False
rid_012129,dev_000209,ios,2024-10-02 00:16:00,False
rid_019224,dev_000210,tablet,2024-10-02 00:23:00,False
rid_006325,dev_000211,desktop,2024-10-02 00:30:00,False
rid_019379,dev_000212,ios,2024-10-02 00:37:00,False
rid_011593,dev_000213,ios,2024-10-02 00:44:00,False
rid_017449,dev_000214,android,2024-10-02 00:51:00,False
rid_014186,dev_000215,tablet,2024-10-02 00:58:00,False
rid_011494,dev_000216,android,2024-10-02 01:05:00,False
rid_016166,dev_000217,android,2024-10-02 01:12:00,False
rid_012535,dev_000218,android,2024-10-02 01:19:00,False
rid_016263,dev_000219,ios,2024-10-02 01:26:00,False
rid_008975,dev_000220,android,2024-10-02 01:33:00,False
rid_000725,dev_000221,tablet,2024-10-02 01:40:00,False
rid_004212,dev_000222,desktop,2024-10-02 01:47:00,False
rid_010559,dev_000223,ios,2024-10-02 01:54:00,False
rid_002022,dev_000224,desktop,2024-10-02 02:01:00,False
rid_009148,dev_000225,desktop,2024-10-02 02:08:00,False
rid_000248,dev_000226,ios,2024-10-02 02:15:00,False
rid_010209,dev_000227,desktop,2024-10-02 02:22:00,False
rid_004259,dev_000228,ios,2024-10-02 02:29:00,False
rid_014915,dev_000229,desktop,2024-10-02 02:36:00,True
rid_010769,dev_000230,desktop,2024-10-02 02:43:00,False
rid_018120,dev_000231,ios,2024-10-02 02:50:00,False
rid_018030,dev_000232,tablet,2024-10-02 02:57:00,False
rid_007905,dev_000233,ios,2024-10-02 03:04:00,False
rid_008309,dev_000234,android,2024-10-02 03:11:00,False
rid_010236,dev_000235,android,2024-10-02 03:18:00,False
rid_012818,dev_000236,tablet,2024-10-02 03:25:00,False
rid_013136,dev_000237,android,2024-10-02 03:32:00,False
rid_009252,dev_000238,ios,2024-10-02 03:39:00,False
rid_010449,dev_000239,tablet,2024-10-02 03:46:00,False
rid_000274,dev_000240,ios,2024-10-02 03:53:00,False
rid_001462,dev_000241,desktop,2024-10-02 04:00:00,False
rid_008552,dev_000242,tablet,2024-10-02 04:07:00,False
rid_018743,dev_000243,ios,2024-10-02 04:14:00,False
rid_007417,dev_000244,tablet,2024-10-02 04:21:00,False
rid_019843,dev_000245,ios,2024-10-02 04:28:00,False
rid_006331,dev_000246,android,2024-10-02 04:35:00,False
rid_001018,dev_000247,android,2024-10-02 04:42:00,False
rid_006115,dev_000248,tablet,2024-10-02 04:49:00,False
rid_007742,dev_000249,android,2024-10-02 04:56:00,False
rid_003047,dev_000250,tablet,2024-10-02 05:03:00,False
rid_007987,dev_000251,ios,2024-10-02 05:10:00,False
rid_011672,dev_000252,android,2024-10-02 05:17:00,False
rid_003943,dev_000253,android,2024-10-02 05:24:00,False
rid_016065,dev_000254,ios,2024-10-02 05:31:00,False
rid_003399,dev_000255,tablet,2024-10-02 05:38:00,False
rid_016659,dev_000256,android,2024-10-02 05:45:00,False
rid_002385,dev_000257,desktop,2024-10-02 05:52:00,False
rid_005370,dev_000258,desktop,2024-10-02 05:59:00,False
rid_007196,dev_000259,android,2024-10-02 06:06:00,False
rid_005740,dev_000260,ios,2024-10-02 06:13:00,False
rid_013145,dev_000261,desktop,2024-10-02 06:20:00,False
rid_005684,dev_000262,ios,2024-10-02 06:27:00,False
rid_002592,dev_000263,tablet,2024-10-02 06:34:00,False
rid_003217,dev_000264,android,2024-10-02 06:41:00,True
rid_017940,dev_000265,ios,2024-10-02 06:48:00,False
rid_012483,dev_000266,android,2024-10-02 06:55:00,False
rid_018762,dev_000267,android,2024-10-02 07:02:00,False
rid_002930,dev_000268,android,2024-10-02 07:09:00,False
rid_013688,dev_000269,desktop,2024-10-02 07:16:00,True
rid_007963,dev_000270,tablet,2024-10-02 07:23:00,False
rid_017384,dev_000271,ios,2024-10-02 07:30:00,False
rid_010854,dev_000272,desktop,2024-10-02 07:37:00,False
rid_003243,dev_000273,tablet,2024-10-02 07:44:00,False
rid_013546,dev_000274,desktop,2024-10-02 07:51:00,False
rid_011585,dev_000275,android,2024-10-02 07:58:00,True
rid_019347,dev_000276,tablet,2024-10-02 08:05:00,False
rid_016046,dev_000277,android,2024-10-02 08:12:00,False
rid_016343,dev_000278,desktop,2024-10-02 08:19:00,False
rid_007467,dev_000279,desktop,2024-10-02 08:26:00,False
rid_007877,dev_000280,android,2024-10-02 08:33:00,False
rid_012088,dev_000281,tablet,2024-10-02 08:40:00,False
rid_016575,dev_000282,ios,2024-10-02 08:47:00,False
rid_004808,dev_000283,desktop,2024-10-02 08:54:00,False
rid_005614,dev_000284,tablet,2024-10-02 09:01:00,False
rid_019559,dev_000285,ios,2024-10-02 09:08:00,False
rid_013574,dev_000286,desktop,2024-10-02 09:15:00,False
rid_009650,dev_000287,ios,2024-10-02 09:22:00,False
rid_004123,dev_000288,desktop,2024-10-02 09:29:00,False
rid_006172,dev_000289,tablet,2024-10-02 09:36:00,False
rid_008736,dev_000290,android,2024-10-02 09:43:00,False
rid_016456,dev_000291,ios,2024-10-02 09:50:00,False
rid_012282,dev_000292,ios,2024-10-02 09:57:00,False
rid_006707,dev_000293,tablet,2024-10-02 10:04:00,False
rid_016238,dev_000294,desktop,2024-10-02 10:11:00,False
rid_013169,dev_000295,tablet,2024-10-02 10:18:00,False
rid_018623,dev_000296,android,2024-10-02 10:25:00,False
rid_010135,dev_000297,android,2024-10-02 10:32:00,False
rid_019595,dev_000298,desktop,2024-10-02 10:39:00,False
rid_014436,dev_000299,tablet,2024-10-02 10:46:00,False
rid_016929,dev_000300,ios,2024-10-02 10:53:00,False
rid_009597,dev_000301,android,2024-10-02 11:00:00,False
rid_003839,dev_000302,tablet,2024-10-02 11:07:00,False
rid_009989,dev_000303,ios,2024-10-02 11:14:00,False
rid_017012,dev_000304,tablet,2024-10-02 11:21:00,False
rid_015848,dev_000305,desktop,2024-10-02 11:28:00,False
rid_011712,dev_000306,tablet,2024-10-02 11:35:00,False
rid_000262,dev_000307,desktop,2024-10-02 11:42:00,True
rid_007473,dev_000308,tablet,2024-10-02 11:49:00,False
rid_002645,dev_000309,desktop,2024-10-02 11:56:00,False
rid_006059,dev_000310,ios,2024-10-02 12:03:00,False
rid_019335,dev_000311,tablet,2024-10-02 12:10:00,False
rid_014428,dev_000312,ios,2024-10-02 12:17:00,False
rid_001812,dev_000313,desktop,2024-10-02 12:24:00,False
rid_008609,dev_000314,desktop,2024-10-02 12:31:00,False
rid_011568,dev_000315,tablet,2024-10-02 12:38:00,False
rid_017268,dev_000316,desktop,2024-10-02 12:45:00,False
rid_006928,dev_000317,ios,2024-10-02 12:52:00,True
rid_018919,dev_000318,desktop,2024-10-02 12:59:00,False
rid_018093,dev_000319,desktop,2024-10-02 13:06:00,False
rid_017810,dev_000320,android,2024-10-02 13:13:00,False
rid_006778,dev_000321,tablet,2024-10-02 13:20:00,False
rid_009282,dev_000322,desktop,2024-10-02 13:27:00,False
rid_007972,dev_000323,ios,2024-10-02 13:34:00,False
rid_017657,dev_000324,desktop,2024-10-02 13:41:00,False
rid_001601,dev_000325,desktop,2024-10-02 13:48:00,False
rid_011971,dev_000326,tablet,2024-10-02 13:55:00,False
rid_000388,dev_000327,android,2024-10-02 14:02:00,False
rid_003684,dev_000328,tablet,2024-10-02 14:09:00,False
rid_000289,dev_000329,tablet,2024-10-02 14:16:00,False
rid_001763,dev_000330,ios,2024-10-02 14:23:00,False
rid_019655,dev_000331,tablet,2024-10-02 14:30:00,False
rid_000893,dev_000332,desktop,2024-10-02 14:37:00,False
rid_018216,dev_000333,tablet,2024-10-02 14:44:00,False
rid_000829,dev_000334,desktop,2024-10-02 14:51:00,False
rid_011285,dev_000335,android,2024-10-02 14:58:00,False
rid_016340,dev_000336,desktop,2024-10-02 15:05:00,True
rid_016090,dev_000337,android,2024-10-02 15:12:00,False
rid_002644,dev_000338,ios,2024-10-02 15:19:00,False
rid_012833,dev_000339,tablet,2024-10-02 15:26:00,True
rid_017736,dev_000340,ios,2024-10-02 15:33:00,False
rid_014155,dev_000341,android,2024-10-02 15:40:00,False
rid_005874,dev_000342,android,2024-10-02 15:47:00,False
rid_009987,dev_000343,ios,2024-10-02 15:54:00,False
rid_019853,dev_000344,android,2024-10-02 16:01:00,False
rid_001540,dev_000345,ios,2024-10-02 16:08:00,False
rid_008754,dev_000346,android,2024-10-02 16:15:00,False
rid_006138,dev_000347,desktop,2024-10-02 16:22:00,False
rid_003020,dev_000348,android,2024-10-02 16:29:00,True
rid_008803,dev_000349,android,2024-10-02 16:36:00,False
rid_004552,dev_000350,ios,2024-10-02 16:43:00,False
rid_012036,dev_000351,android,2024-10-02 16:50:00,False
rid_004274,dev_000352,desktop,2024-10-02 16:57:00,False
rid_006950,dev_000353,tablet,2024-10-02 17:04:00,False
rid_003254,dev_000354,ios,2024-10-02 17:11:00,False
rid_009461,dev_000355,desktop,2024-10-02 17:18:00,False
rid_015920,dev_000356,tablet,2024-10-02 17:25:00,False
rid_013490,dev_000357,android,2024-10-02 17:32:00,False
rid_002859,dev_000358,desktop,2024-10-02 17:39:00,False
rid_010298,dev_000359,desktop,2024-10-02 17:46:00,False
rid_009702,dev_000360,android,2024-10-02 17:53:00,False
rid_006797,dev_000361,tablet,2024-10-02 18:00:00,False
rid_016415,dev_000362,android,2024-10-02 18:07:00,False
rid_012438,dev_000363,desktop,2024-10-02 18:14:00,False
rid_012064,dev_000364,ios,2024-10-02 18:21:00,False
rid_007073,dev_000365,android,2024-10-02 18:28:00,False
rid_015015,dev_000366,android,2024-10-02 18:35:00,False
rid_015974,dev_000367,tablet,2024-10-02 18:42:00,False
rid_002186,dev_000368,tablet,2024-10-02 18:49:00,False
rid_014274,dev_000369,ios,2024-10-02 18:56:00,False
rid_016565,dev_000370,android,2024-10-02 19:03:00,True
rid_008426,dev_000371,tablet,2024-10-02 19:10:00,False
rid_011957,dev_000372,desktop,2024-10-02 19:17:00,False
rid_018520,dev_000373,desktop,2024-10-02 19:24:00,False
rid_000090,dev_000374,tablet,2024-10-02 19:31:00,False
rid_012665,dev_000375,ios,2024-10-02 19:38:00,False
rid_016461,dev_000376,desktop,2024-10-02 19:45:00,False
rid_005119,dev_000377,desktop,2024-10-02 19:52:00,False
rid_013139,dev_000378,ios,2024-10-02 19:59:00,False
rid_011206,dev_000379,tablet,2024-10-02 20:06:00,False
rid_000316,dev_000380,android,2024-10-02 20:13:00,False
rid_001084,dev_000381,android,2024-10-02 20:20:00,False
rid_015731,dev_000382,ios,2024-10-02 20:27:00,False
rid_008896,dev_000383,desktop,2024-10-02 20:34:00,False
rid_019749,dev_000384,android,2024-10-02 20:41:00,False
rid_016638,dev_000385,desktop,2024-10-02 20:48:00,False
rid_012996,dev_000386,desktop,2024-10-02 20:55:00,False
rid_008199,dev_000387,tablet,2024-10-02 21:02:00,False
rid_016934,dev_000388,ios,2024-10-02 21:09:00,False
rid_004209,dev_000389,ios,2024-10-02 21:16:00,False
rid_017202,dev_000390,android,2024-10-02 21:23:00,False
rid_008920,dev_000391,android,2024-10-02 21:30:00,False
rid_019910,dev_000392,desktop,2024-10-02 21:37:00,False
rid_012676,dev_000393,ios,2024-10-02 21:44:00,False
rid_005078,dev_000394,android,2024-10-02 21:51:00,False
rid_011154,dev_000395,android,2024-10-02 21:58:00,False
rid_009566,dev_000396,desktop,2024-10-02 22:05:00,False
rid_006977,dev_000397,ios,2024-10-02 22:12:00,False
rid_007991,dev_000398,tablet,2024-10-02 22:19:00,False
rid_011950,dev_000399,android,2024-10-02 22:26:00,False
rid_014000,dev_000400,android,2024-10-02 22:33:00,False
rid_003667,dev_000401,android,2024-10-02 22:40:00,False
rid_012690,dev_000402,tablet,2024-10-02 22:47:00,False
rid_006148,dev_000403,android,2024-10-02 22:54:00,False
rid_009088,dev_000404,android,2024-10-02 23:01:00,False
rid_002302,dev_000405,desktop,2024-10-02 23:08:00,False
rid_018597,dev_000406,tablet,2024-10-02 23:15:00,True
rid_017728,dev_000407,ios,2024-10-02 23:22:00,False
rid_018055,dev_000408,tablet,2024-10-02 23:29:00,False
rid_008814,dev_000409,desktop,2024-10-02 23:36:00,False
rid_002606,dev_000410,desktop,2024-10-02 23:43:00,True
rid_006417,dev_000411,android,2024-10-02 23:50:00,False
rid_009088,dev_000412,desktop,2024-10-02 23:57:00,False
rid_002410,dev_000413,tablet,2024-10-03 00:04:00,False
rid_000138,dev_000414,android,2024-10-03 00:11:00,True
rid_016654,dev_000415,android,2024-10-03 00:18:00,False
rid_011772,dev_000416,android,2024-10-03 00:25:00,False
rid_006292,dev_000417,desktop,2024-10-03 00:32:00,False
rid_017261,dev_000418,tablet,2024-10-03 00:39:00,False
rid_007506,dev_000419,desktop,2024-10-03 00:46:00,False
rid_012503,dev_000420,android,2024-10-03 00:53:00,False
rid_019773,dev_000421,tablet,2024-10-03 01:00:00,False
rid_006403,dev_000422,tablet,2024-10-03 01:07:00,False
rid_010713,dev_000423,android,2024-10-03 01:14:00,False
rid_018362,dev_000424,ios,2024-10-03 01:21:00,True
rid_001197,dev_000425,ios,2024-10-03 01:28:00,False
rid_017105,dev_000426,tablet,2024-10-03 01:35:00,False
rid_005685,dev_000427,desktop,2024-10-03 01:42:00,False
rid_017637,dev_000428,tablet,2024-10-03 01:49:00,False
rid_012494,dev_000429,tablet,2024-10-03 01:56:00,False
rid_014795,dev_000430,desktop,2024-10-03 02:03:00,False
rid_003835,dev_000431,android,2024-10-03 02:10:00,False
rid_001731,dev_000432,tablet,2024-10-03 02:17:00,False
rid_010427,dev_000433,desktop,2024-10-03 02:24:00,False
rid_011666,dev_000434,ios,2024-10-03 02:31:00,True
rid_004636,dev_000435,ios,2024-10-03 02:38:00,False
rid_011111,dev_000436,android,2024-10-03 02:45:00,False
rid_006745,dev_000437,ios,2024-10-03 02:52:00,False
rid_018627,dev_000438,ios,2024-10-03 02:59:00,False
rid_008064,dev_000439,ios,2024-10-03 03:06:00,False
rid_016034,dev_000440,ios,2024-10-03 03:13:00,False
rid_003287,dev_000441,ios,2024-10-03 03:20:00,False
rid_004900,dev_000442,tablet,2024-10-03 03:27:00,False
rid_014798,dev_000443,ios,2024-10-03 03:34:00,False
rid_015151,dev_000444,android,2024-10-03 03:41:00,False
rid_013415,dev_000445,desktop,2024-10-03 03:48:00,False
rid_007522,dev_000446,android,2024-10-03 03:55:00,False
rid_019828,dev_000447,ios,2024-10-03 04:02:00,False
rid_007602,dev_000448,android,2024-10-03 04:09:00,False
rid_002274,dev_000449,desktop,2024-10-03 04:16:00,False
rid_018254,dev_000450,desktop,2024-10-03 04:23:00,False
rid_010941,dev_000451,tablet,2024-10-03 04:30:00,False
rid_001603,dev_000452,desktop,2024-10-03 04:37:00,False
rid_001475,dev_000453,ios,2024-10-03 04:44:00,False
rid_003401,dev_000454,tablet,2024-10-03 04:51:00,False
rid_014774,dev_000455,ios,2024-10-03 04:58:00,False
rid_008291,dev_000456,desktop,2024-10-03 05:05:00,False
rid_004555,dev_000457,desktop,2024-10-03 05:12:00,False
rid_008875,dev_000458,tablet,2024-10-03 05:19:00,False
rid_012566,dev_000459,tablet,2024-10-03 05:26:00,False
rid_018173,dev_000460,tablet,2024-10-03 05:33:00,False
