real_identity_id,payment_instrument_id,payment_type,shared_payment_flag
rid_018049,pay_000250,card,False
rid_004044,pay_000251,bank,False
rid_011427,pay_000252,card,False
rid_006981,pay_000253,wallet,False
rid_004141,pay_000254,bank,False
rid_011728,pay_000255,wallet,False
rid_005832,pay_000256,card,False
rid_004900,pay_000257,bank,False
rid_017417,pay_000258,bank,False
rid_003015,pay_000259,wallet,False
rid_018827,pay_000260,card,False
rid_018822,pay_000261,wallet,False
rid_019474,pay_000262,bank,False
rid_010559,pay_000263,wallet,False
rid_004217,pay_000264,bank,False
rid_016254,pay_000265,card,False
rid_007412,pay_000266,bank,False
rid_018288,pay_000267,bank,False
rid_019412,pay_000268,wallet,False
rid_003579,pay_000269,wallet,False
rid_016137,pay_000270,bank,False
rid_015957,pay_000271,card,False
rid_004426,pay_000272,bank,False
rid_007880,pay_000273,wallet,False
rid_000308,pay_000274,card,False
rid_011436,pay_000275,bank,False
rid_011572,pay_000276,wallet,False
rid_009676,pay_000277,card,False
rid_001238,pay_000278,wallet,False
rid_010292,pay_000279,bank,False
rid_010456,pay_000280,bank,False
rid_009637,pay_000281,wallet,False
rid_016528,pay_000282,card,False
rid_000732,pay_000283,bank,False
rid_015140,pay_000284,wallet,False
rid_005959,pay_000285,card,False
rid_018005,pay_000286,bank,False
rid_000495,pay_000287,bank,False
rid_003555,pay_000288,bank,False
rid_008617,pay_000289,wallet,False
rid_010105,pay_000290,card,False
rid_018421,pay_000291,bank,False
rid_004664,pay_000292,wallet,False
rid_016555,pay_000293,wallet,False
rid_019415,pay_000294,card,False
rid_006744,pay_000295,bank,False
rid_012005,pay_000296,bank,False
rid_001260,pay_000297,bank,False
rid_010701,pay_000298,wallet,False
rid_007081,pay_000299,card,False
rid_013582,pay_000300,card,False
rid_013292,pay_000301,card,False
rid_009531,pay_000302,card,False
rid_014866,pay_000303,wallet,False
rid_008102,pay_000304,card,False
rid_005828,pay_000305,bank,False
rid_013217,pay_000306,card,False
rid_017061,pay_000307,wallet,False
rid_005981,pay_000308,card,False
rid_000575,pay_000309,card,False
rid_017300,pay_000310,bank,False
rid_000424,pay_000311,wallet,False
rid_002715,pay_000312,bank,False
rid_011545,pay_000313,bank,False
rid_005531,pay_000314,bank,False
rid_016898,pay_000315,card,False
rid_012876,pay_000316,wallet,False
rid_013645,pay_000317,wallet,False
rid_015600,pay_000318,card,False
rid_010146,pay_000319,bank,False
rid_001197,pay_000320,bank,False
rid_010709,pay_000321,bank,False
rid_000586,pay_000322,card,False
rid_011073,pay_000323,card,False
rid_003254,pay_000324,card,False
rid_007842,pay_000325,bank,False
rid_004929,pay_000326,card,False
rid_009019,pay_000327,bank,False
rid_003499,pay_000328,card,False
rid_013624,pay_000329,card,False
rid_012125,pay_000330,bank,False
rid_012875,pay_000331,card,False
rid_014987,pay_000332,wallet,False
rid_017583,pay_000333,bank,False
rid_018615,pay_000334,bank,False
rid_018433,pay_000335,wallet,False
rid_014740,pay_000336,bank,False
rid_019076,pay_000337,bank,False
rid_014183,pay_000338,bank,False
rid_001495,pay_000339,card,False
rid_012074,pay_000340,bank,False
rid_013040,pay_000341,card,False
rid_005765,pay_000342,wallet,False
rid_014814,pay_000343,card,False
rid_011872,pay_000344,bank,False
rid_013375,pay_000345,bank,False
rid_005114,pay_000346,wallet,False
rid_006459,pay_000347,wallet,False
rid_013833,pay_000348,card,False
rid_012762,pay_000349,wallet,False
rid_011562,pay_000350,wallet,False
rid_010442,pay_000351,wallet,False
rid_009903,pay_000352,bank,False
rid_011585,pay_000353,card,False
rid_011474,pay_000354,card,False
rid_009414,pay_000355,card,False
rid_006497,pay_000356,bank,False
rid_019304,pay_000357,wallet,False
rid_013350,pay_000358,bank,False
rid_012590,pay_000359,card,False
rid_016713,pay_000360,card,False
rid_015440,pay_000361,wallet,False
rid_015107,pay_000362,bank,False
rid_003870,pay_000363,bank,False
rid_016632,pay_000364,bank,False
rid_010561,pay_000365,card,False
rid_002836,pay_000366,wallet,False
rid_010749,pay_000367,card,False
rid_003373,pay_000368,wallet,False
rid_012740,pay_000369,wallet,False
rid_014950,pay_000370,wallet,False
rid_007339,pay_000371,bank,False
rid_004246,pay_000372,card,False
rid_006691,pay_000373,wallet,False
rid_000252,pay_000374,card,False
rid_000876,pay_000375,card,False
rid_019056,pay_000376,wallet,False
rid_001367,pay_000377,bank,False
rid_019443,pay_000378,card,False
rid_013614,pay_000379,wallet,False
rid_018493,pay_000380,wallet,False
rid_010722,pay_000381,card,False
rid_011638,pay_000382,card,False
rid_007511,pay_000383,bank,False
rid_004377,pay_000384,wallet,False
rid_007536,pay_000385,card,False
rid_011569,pay_000386,bank,False
rid_019584,pay_000387,wallet,False
rid_017662,pay_000388,bank,False
rid_013062,pay_000389,bank,False
rid_008043,pay_000390,wallet,False
rid_017995,pay_000391,bank,False
rid_001909,pay_000392,card,False
rid_003030,pay_000393,bank,False
rid_015803,pay_000394,bank,False
rid_018092,pay_000395,wallet,False
rid_018068,pay_000396,bank,False
rid_016014,pay_000397,bank,False
rid_013852,pay_000398,card,False
rid_014113,pay_000399,card,False
rid_006983,pay_000400,bank,False
rid_012311,pay_000401,wallet,False
rid_003427,pay_000402,card,False
rid_001538,pay_000403,card,False
rid_011129,pay_000404,card,False
rid_010152,pay_000405,wallet,False
rid_019589,pay_000406,bank,False
rid_009517,pay_000407,bank,False
rid_008775,pay_000408,bank,False
rid_006648,pay_000409,card,False
rid_007023,pay_000410,wallet,False
rid_006432,pay_000411,wallet,False
rid_002963,pay_000412,card,False
rid_017995,pay_000413,card,False
rid_008694,pay_000414,bank,False
rid_013155,pay_000415,wallet,False
rid_000783,pay_000416,bank,False
rid_013356,pay_000417,card,False
rid_000337,pay_000418,bank,False
rid_017292,pay_000419,wallet,False
rid_015503,pay_000420,wallet,False
rid_015756,pay_000421,bank,False
rid_013315,pay_000422,card,False
rid_009375,pay_000423,card,False
rid_009797,pay_000424,card,False
rid_003065,pay_000425,bank,False
rid_008057,pay_000426,wallet,False
rid_016636,pay_000427,bank,False
rid_015770,pay_000428,wallet,False
rid_005681,pay_000429,wallet,False
rid_000028,pay_000430,wallet,False
rid_014601,pay_000431,bank,False
rid_000818,pay_000432,wallet,False
rid_007926,pay_000433,card,False
rid_015777,pay_000434,card,False
rid_002106,pay_000435,card,False
rid_008988,pay_000436,card,False
rid_006823,pay_000437,bank,False
rid_015067,pay_000438,bank,False
rid_011371,pay_000439,card,False
rid_015802,pay_000440,bank,False
rid_007538,pay_000441,bank,False
rid_011678,pay_000442,card,False
rid_012202,pay_000443,wallet,False
rid_011917,pay_000444,wallet,False
rid_010564,pay_000445,wallet,False
rid_006612,pay_000446,card,False
rid_011624,pay_000447,card,False
rid_007584,pay_000448,card,False
rid_017507,pay_000449,wallet,False
rid_006678,pay_000450,bank,False
rid_008003,pay_000451,wallet,False
rid_018861,pay_000452,card,False
rid_004396,pay_000453,card,False
rid_000728,pay_000454,bank,False
rid_015470,pay_000455,card,False
rid_009963,pay_000456,card,False
rid_016332,pay_000457,bank,False
rid_004955,pay_000458,wallet,False
rid_018286,pay_000459,wallet,False
rid_019405,pay_000460,card,False
rid_013481,pay_000461,wallet,False
rid_019524,pay_000462,card,False
rid_013625,pay_000463,wallet,False
rid_003881,pay_000464,wallet,False
rid_016272,pay_000465,wallet,False
rid_013644,pay_000466,wallet,False
rid_015159,pay_000467,wallet,False
rid_015063,pay_000468,wallet,False
rid_015014,pay_000469,wallet,False
rid_018679,pay_000470,card,False
rid_008189,pay_000471,wallet,False
rid_009543,pay_000472,wallet,False
rid_008363,pay_000473,bank,False
rid_000884,pay_000474,bank,False
rid_005738,pay_000475,wallet,False
rid_011826,pay_000476,bank,False
rid_018477,pay_000477,wallet,False
rid_004052,pay_000478,wallet,False
rid_015078,pay_000479,wallet,False
rid_008819,pay_000480,bank,False
rid_002746,pay_000481,wallet,False
rid_014270,pay_000482,card,False
rid_013676,pay_000483,card,False
rid_018549,pay_000484,bank,False
rid_007352,pay_000485,card,False
rid_014472,pay_000486,bank,False
rid_007658,pay_000487,card,False
rid_006675,pay_000488,card,False
rid_003347,pay_000489,card,False
rid_016864,pay_000490,bank,False
rid_009449,pay_000491,bank,False
rid_009336,pay_000492,card,False
rid_007910,pay_000493,bank,False
rid_000858,pay_000494,bank,False
rid_006880,pay_000495,bank,False
rid_008882,pay_000496,bank,False
rid_006529,pay_000497,bank,False
rid_009141,pay_000498,card,False
rid_012460,pay_000499,bank,False
rid_003719,pay_000500,wallet,False
rid_005156,pay_000501,bank,False
rid_014013,pay_000502,wallet,False
rid_017638,pay_000503,card,False
rid_004792,pay_000504,card,False
rid_002780,pay_000505,wallet,False
rid_005684,pay_000506,bank,False
rid_014727,pay_000507,card,False
rid_014643,pay_000508,card,False
rid_015595,pay_000509,wallet,False
rid_008646,pay_000510,bank,False
rid_015439,pay_000511,card,False
rid_000277,pay_000512,card,False
rid_015724,pay_000513,card,False
rid_007416,pay_000514,bank,False
rid_019152,pay_000515,bank,False
rid_019018,pay_000516,card,False
rid_014457,pay_000517,card,False
rid_007150,pay_000518,wallet,False
rid_004740,pay_000519,card,False
rid_010750,pay_000520,card,False
rid_012130,pay_000521,wallet,False
rid_005527,pay_000522,wallet,False
rid_002827,pay_000523,bank,False
rid_004350,pay_000524,bank,False
rid_012501,pay_000525,card,False
rid_001874,pay_000526,card,False
rid_013435,pay_000527,bank,False
rid_002450,pay_000528,wallet,False
rid_004508,pay_000529,bank,False
rid_005605,pay_000530,bank,False
rid_016782,pay_000531,wallet,False
rid_013576,pay_000532,card,False
rid_000504,pay_000533,card,False
rid_012355,pay_000534,bank,False
rid_014134,pay_000535,bank,False
rid_001409,pay_000536,card,False
rid_016196,pay_000537,wallet,False
rid_014105,pay_000538,card,False
rid_007544,pay_000539,bank,False
rid_002883,pay_000540,card,False
rid_015763,pay_000541,bank,False
rid_013136,pay_000542,bank,False
rid_001470,pay_000543,wallet,False
rid_002474,pay_000544,bank,False
rid_004485,pay_000545,wallet,False
rid_013112,pay_000546,bank,False
rid_001859,pay_000547,card,False
rid_006280,pay_000548,bank,False
rid_015369,pay_000549,bank,False
rid_000549,pay_000550,bank,False
rid_018534,pay_000551,card,False
rid_016367,pay_000552,card,False
rid_007010,pay_000553,card,False
rid_018704,pay_000554,bank,False
rid_015823,pay_000555,bank,False
rid_002901,pay_000556,card,False
rid_000077,pay_000557,wallet,False
rid_006657,pay_000558,card,False
rid_005241,pay_000559,bank,False
rid_019259,pay_000560,bank,False
rid_006277,pay_000561,card,False
rid_000504,pay_000562,bank,False
rid_019712,pay_000563,bank,False
rid_010186,pay_000564,bank,False
rid_009438,pay_000565,card,False
rid_018273,pay_000566,bank,False
rid_012895,pay_000567,bank,False
rid_005325,pay_000568,bank,False
rid_000116,pay_000569,bank,False
rid_019869,pay_000570,card,False
rid_007132,pay_000571,wallet,False
rid_003096,pay_000572,bank,False
rid_012939,pay_000573,bank,False
rid_002262,pay_000574,wallet,False
rid_012739,pay_000575,wallet,False
rid_012259,pay_000576,wallet,False
rid_011600,pay_000577,bank,False
rid_008231,pay_000578,bank,False
rid_008866,pay_000579,wallet,False
rid_014903,pay_000580,wallet,False
rid_016951,pay_000581,card,False
rid_015523,pay_000582,wallet,False
rid_013792,pay_000583,card,False
rid_003761,pay_000584,wallet,False
rid_006936,pay_000585,bank,False
rid_002827,pay_000586,bank,False
rid_013660,pay_000587,bank,False
rid_018579,pay_000588,bank,False
rid_011622,pay_000589,card,False
rid_017310,pay_000590,wallet,False
rid_016498,pay_000591,card,False
rid_007205,pay_000592,bank,False
rid_008026,pay_000593,wallet,False
rid_010176,pay_000594,bank,False
rid_011815,pay_000595,wallet,False
rid_019769,pay_000596,card,False
rid_002066,pay_000597,wallet,False
rid_010563,pay_000598,bank,False
rid_019893,pay_000599,wallet,False
rid_019687,pay_000600,wallet,False
rid_016663,pay_000601,bank,False
rid_011183,pay_000602,card,False
rid_019866,pay_000603,wallet,False
rid_008293,pay_000604,wallet,False
rid_018763,pay_000605,wallet,False
rid_018263,pay_000606,bank,False
rid_008026,pay_000607,bank,False
rid_009045,pay_000608,card,False
rid_013036,pay_000609,card,False
rid_008569,pay_000610,wallet,False
rid_006107,pay_000611,card,False
rid_005543,pay_000612,bank,False
rid_001265,pay_000613,bank,False
rid_001799,pay_000614,card,False
rid_004807,pay_000615,bank,False
rid_000103,pay_000616,bank,False
rid_014612,pay_000617,wallet,False
rid_008531,pay_000618,wallet,False
rid_000787,pay_000619,wallet,False
rid_002990,pay_000620,bank,False
rid_013593,pay_000621,wallet,False
rid_006855,pay_000622,card,False
rid_018692,pay_000623,wallet,False
rid_007868,pay_000624,bank,False
rid_016021,pay_000625,bank,False
rid_003339,pay_000626,bank,False
rid_005229,pay_000627,wallet,False
rid_009087,pay_000628,card,False
rid_005307,pay_000629,wallet,False
rid_019603,pay_000630,bank,False
rid_010536,pay_000631,bank,False
rid_008339,pay_000632,bank,False
rid_010850,pay_000633,bank,False
rid_007811,pay_000634,card,False
rid_002861,pay_000635,bank,False
rid_017607,pay_000636,bank,False
rid_001220,pay_000637,bank,False
rid_000219,pay_000638,card,False
rid_002588,pay_000639,card,False
rid_004858,pay_000640,wallet,False
rid_005602,pay_000641,bank,False
rid_003089,pay_000642,bank,False
rid_003627,pay_000643,bank,False
rid_016009,pay_000644,wallet,False
rid_010011,pay_000645,bank,False
rid_014780,pay_000646,wallet,False
rid_016140,pay_000647,card,False
rid_015278,pay_000648,card,False
rid_014808,pay_000649,bank,False
rid_000791,pay_000650,card,False
rid_002794,pay_000651,card,False
rid_018012,pay_000652,wallet,False
rid_004276,pay_000653,bank,False
rid_013792,pay_000654,bank,False
rid_015846,pay_000655,bank,False
rid_012571,pay_000656,card,False
rid_001350,pay_000657,wallet,False
rid_014583,pay_000658,wallet,False
rid_010915,pay_000659,bank,False
rid_014699,pay_000660,wallet,False
rid_003060,pay_000661,wallet,False
rid_009939,pay_000662,bank,False
rid_008840,pay_000663,card,False
rid_014396,pay_000664,card,False
rid_012555,pay_000665,wallet,False
rid_005268,pay_000666,card,False
rid_006483,pay_000667,bank,False
rid_012072,pay_000668,wallet,False
rid_015579,pay_000669,card,False
rid_006060,pay_000670,bank,False
rid_012885,pay_000671,bank,False
rid_013240,pay_000672,bank,False
rid_002319,pay_000673,wallet,False
rid_007008,pay_000674,card,False
rid_007523,pay_000675,bank,False
rid_013058,pay_000676,bank,False
rid_001406,pay_000677,bank,False
rid_000912,pay_000678,bank,False
rid_002544,pay_000679,bank,False
rid_003110,pay_000680,wallet,False
rid_017648,pay_000681,wallet,False
rid_013679,pay_000682,wallet,False
rid_001069,pay_000683,bank,False
rid_000057,pay_000684,bank,False
rid_016080,pay_000685,card,False
rid_004800,pay_000686,bank,False
rid_010584,pay_000687,wallet,False
rid_005955,pay_000688,wallet,False
rid_018108,pay_000689,bank,False
rid_013624,pay_000690,card,False
rid_001027,pay_000691,wallet,False
rid_006890,pay_000692,wallet,False
rid_013134,pay_000693,bank,False
rid_006892,pay_000694,card,False
rid_013953,pay_000695,bank,False
rid_008069,pay_000696,wallet,False
rid_008992,pay_000697,wallet,False
rid_009272,pay_000698,wallet,False
rid_007113,pay_000699,bank,False
rid_019012,pay_000700,bank,False
rid_015846,pay_000701,wallet,False
rid_015054,pay_000702,card,False
rid_004798,pay_000703,card,False
rid_018770,pay_000704,wallet,False
rid_009487,pay_000705,bank,False
rid_005245,pay_000706,card,False
rid_000498,pay_000707,wallet,False
rid_016589,pay_000708,card,False
rid_006142,pay_000709,card,False
rid_008800,pay_000710,bank,False
rid_008547,pay_000711,wallet,False
rid_004794,pay_000712,card,False
rid_014249,pay_000713,bank,False
rid_013212,pay_000714,wallet,False
rid_014777,pay_000715,card,False
rid_015966,pay_000716,wallet,False
rid_006387,pay_000717,bank,False
rid_003887,pay_000718,bank,False
rid_002159,pay_000719,card,False
rid_019774,pay_000720,wallet,False
rid_009606,pay_000721,wallet,False
rid_002263,pay_000722,card,False
rid_008879,pay_000723,card,False
rid_008783,pay_000724,card,False
rid_012733,pay_000725,wallet,False
rid_017064,pay_000726,card,False
rid_007814,pay_000727,wallet,False
rid_009783,pay_000728,bank,False
rid_005064,pay_000729,card,False
rid_019415,pay_000730,bank,False
rid_001697,pay_000731,card,False
rid_001154,pay_000732,bank,False
rid_008722,pay_000733,card,False
rid_011510,pay_000734,card,False
rid_009332,pay_000735,bank,False
rid_015065,pay_000736,card,False
rid_018650,pay_000737,card,False
rid_002505,pay_000738,wallet,False
rid_000610,pay_000739,wallet,False
rid_014411,pay_000740,wallet,False
rid_016136,pay_000741,bank,False
rid_010851,pay_000742,card,False
rid_003682,pay_000743,card,False
rid_012298,pay_000744,wallet,False
rid_010557,pay_000745,bank,False
rid_001981,pay_000746,card,False
rid_017710,pay_000747,wallet,False
rid_013011,pay_000748,card,False
rid_004291,pay_000749,wallet,False
rid_010516,pay_000750,wallet,False
rid_005360,pay_000751,wallet,False
rid_018774,pay_000752,bank,False
rid_018162,pay_000753,card,False
rid_017389,pay_000754,wallet,False
rid_011453,pay_000755,card,False
rid_009041,pay_000756,wallet,False
rid_018149,pay_000757,wallet,False
rid_018232,pay_000758,bank,False
rid_017342,pay_000759,card,False
rid_012269,pay_000760,card,False
rid_019007,pay_000761,card,False
rid_007280,pay_000762,wallet,False
rid_006560,pay_000763,wallet,False
rid_012355,pay_000764,card,False
rid_000579,pay_000765,bank,False
rid_015883,pay_000766,wallet,False
rid_019936,pay_000767,wallet,False
rid_007810,pay_000768,card,False
rid_009745,pay_000769,bank,False
rid_012700,pay_000770,card,False
rid_000472,pay_000771,wallet,False
rid_006656,pay_000772,wallet,False
rid_013706,pay_000773,card,False
rid_002571,pay_000774,card,False
rid_002222,pay_000775,bank,False
rid_003795,pay_000776,wallet,False
rid_012920,pay_000777,card,False
rid_002208,pay_000778,bank,False
rid_011002,pay_000779,card,False
rid_007208,pay_000780,wallet,False
rid_014769,pay_000781,card,False
rid_004290,pay_000782,wallet,False
rid_004332,pay_000783,bank,False
rid_019244,pay_000784,bank,False
rid_002412,pay_000785,wallet,False
rid_016923,pay_000786,wallet,False
rid_011498,pay_000787,card,False
rid_009974,pay_000788,card,False
rid_018505,pay_000789,bank,False
rid_005502,pay_000790,card,False
rid_015111,pay_000791,card,False
rid_011551,pay_000792,wallet,False
rid_007131,pay_000793,wallet,False
rid_003324,pay_000794,bank,False
rid_001690,pay_000795,card,False
rid_007528,pay_000796,bank,False
rid_002139,pay_000797,wallet,False
rid_016413,pay_000798,bank,False
rid_009668,pay_000799,card,False
rid_014974,pay_000800,card,False
rid_000589,pay_000801,card,False
rid_000661,pay_000802,bank,False
rid_013861,pay_000803,wallet,False
rid_003603,pay_000804,card,False
rid_010139,pay_000805,card,False
rid_010054,pay_000806,wallet,False
rid_005479,pay_000807,wallet,False
rid_001486,pay_000808,bank,False
rid_018282,pay_000809,card,False
rid_007937,pay_000810,wallet,False
rid_003461,pay_000811,bank,False
rid_011725,pay_000812,card,False
rid_000227,pay_000813,wallet,False
